,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,best_month,worst_month,final_value,min_equity_value,valid_for_chart
directional_abs scaled cap15 top10 voladj3 mom6-1,5.892935448977539,0.07682044445771763,0.2491699737974286,0.3083053840193902,-0.6220360885268167,0.5654952076677316,0.2703221579765193,-0.19882437126930896,6.892935448977539,0.7245030275016224,True
directional_abs scaled cap10 top10 voladj3 mom6-1,5.544977832122068,0.07468410314695251,0.24899398850145257,0.29994339861950853,-0.6670390014251908,0.5527156549520766,0.2704449500281049,-0.2223968466992618,6.544977832122068,0.7585812344889403,True
directional_abs equal top20 voladj3 mom6-1,8.005748949135501,0.08791511249979322,0.23159851192551495,0.3796013703579747,-0.56734383371677,0.5782747603833865,0.2655094926817731,-0.1763620601224996,9.005748949135501,0.8331361753319679,True
directional_abs scaled cap30 top20 voladj3 mom6-1,7.97712596649232,0.08778234507159821,0.2381993418056528,0.36852471718087265,-0.5236084055246333,0.5686900958466453,0.25806376330124725,-0.18198531427177378,8.97712596649232,0.7803014433333544,True
directional_abs scaled cap25 top20 voladj3 mom6-1,8.295509185172408,0.08923677240858252,0.23684976855923184,0.37676529283272664,-0.518016072298007,0.5750798722044729,0.25806376330124725,-0.1732242655462778,9.295509185172408,0.7833356525810298,True
directional_abs scaled cap20 top20 voladj3 mom6-1,8.450533230669594,0.08992769003589207,0.23576029680746735,0.381436956322341,-0.5253340847007235,0.5750798722044729,0.25806376330124725,-0.16566600478883176,9.450533230669594,0.7839212118460056,True
directional_abs scaled cap15 top20 voladj3 mom6-1,7.987743105444945,0.08783164000062604,0.23473692751349595,0.37417052753907354,-0.544687341744094,0.5718849840255591,0.25590200408592895,-0.15926566562574374,8.987743105444945,0.7752878952941095,True
directional_abs scaled cap10 top20 voladj3 mom6-1,7.4806881845905995,0.08541245906145978,0.23373211766255358,0.36542885041059026,-0.5842566377849217,0.5814696485623003,0.2513873527623095,-0.1606911430085448,8.4806881845906,0.8006542218977203,True
directional_abs equal top25 voladj3 mom6-1,7.939761155627631,0.08760841485117532,0.23080499096081702,0.37957764468814414,-0.48192642037846845,0.5623003194888179,0.29086345102656375,-0.17607130193597562,8.93976115562763,0.8374837376976584,True
directional_abs scaled cap30 top25 voladj3 mom6-1,8.288412136940355,0.08920487736059579,0.23567981170880753,0.3785002911951246,-0.4727504427659044,0.5750798722044729,0.2616816679808427,-0.19137809317750032,9.288412136940355,0.79522133916148,True
directional_abs scaled cap25 top25 voladj3 mom6-1,8.481402059550947,0.09006396537328576,0.2343443281893042,0.3843232139185027,-0.46872686022040955,0.5750798722044729,0.2616816679808427,-0.1831161831542845,9.481402059550947,0.7982205213144901,True
directional_abs scaled cap20 top25 voladj3 mom6-1,8.782877921162845,0.09137289025607753,0.2334079924258171,0.39147284249539194,-0.46772022488200415,0.5782747603833865,0.2616816679808427,-0.17485427313106863,9.782877921162845,0.8011364641246173,True
directional_abs scaled cap15 top25 voladj3 mom6-1,8.407321021337088,0.08973620211058764,0.2325869423572272,0.38581788470636924,-0.48365820201982335,0.5718849840255591,0.26053748187958176,-0.16659236310785275,9.407321021337088,0.7935423027505631,True
directional_abs scaled cap10 top25 voladj3 mom6-1,7.825072815247969,0.08707014987454986,0.23192696957047337,0.3754205474068108,-0.5174167564556594,0.5750798722044729,0.26612937746817567,-0.16516444455272025,8.82507281524797,0.8014263157080054,True
directional_abs equal top30 voladj3 mom6-1,7.0422230224913065,0.08320562168293288,0.22380083881430557,0.37178422620645823,-0.47362525611258344,0.5814696485623003,0.26345819093487466,-0.18903161308466015,8.042223022491306,0.9183511491297235,True
directional_abs scaled cap30 top30 voladj3 mom6-1,7.738665269220274,0.08666015277349781,0.23195859672741967,0.37360181513485496,-0.4748100079930294,0.5910543130990416,0.24595556596854207,-0.18450877985779307,8.738665269220274,0.8240559604020707,True
directional_abs scaled cap25 top30 voladj3 mom6-1,7.940553851082196,0.08761211203806085,0.2307467845204509,0.3796894167783988,-0.47143608138843174,0.5910543130990416,0.24595556596854207,-0.17575620459745525,8.940553851082196,0.8327598364246204,True
directional_abs scaled cap20 top30 voladj3 mom6-1,8.203491475536369,0.08882140433507124,0.22958289745480528,0.38688162454503494,-0.46652065362665096,0.5910543130990416,0.24595556596854207,-0.16700362933711743,9.203491475536369,0.8396572417873598,True
directional_abs scaled cap15 top30 voladj3 mom6-1,8.002586955786578,0.08790046557795428,0.2287174673076578,0.3843189880190285,-0.47894690998730804,0.5878594249201278,0.24531114104411947,-0.16273227933880494,9.002586955786578,0.8340080404997576,True
directional_abs scaled cap10 top30 voladj3 mom6-1,7.411300639702144,0.08507063983117114,0.228106211172022,0.3729431101155624,-0.5069642085119712,0.5814696485623003,0.2470687676744044,-0.16715107305183757,8.411300639702144,0.8334692843659477,True
directional_abs equal top40 voladj3 mom6-1,-41.274932698038896,,1.5576255571419215,,-7.290228462072649,0.5846645367412141,0.288027153235689,-7.870784634884136,-40.274932698038896,-48.8244787661285,False
directional_abs scaled cap30 top40 voladj3 mom6-1,-29.713923575203655,,0.9290959701259256,,-4.6348353534505105,0.5846645367412141,0.22652788523496314,-4.593681200734511,-28.713923575203655,-32.80816756522647,False
directional_abs scaled cap25 top40 voladj3 mom6-1,-30.519437449054443,,0.9288524641962308,,-4.626872098480246,0.5846645367412141,0.22652788523496314,-4.593681200734511,-29.519437449054443,-33.72853757597043,False
directional_abs scaled cap20 top40 voladj3 mom6-1,-30.88823117336553,,0.9285094035913689,,-4.6557715551674494,0.5846645367412141,0.22652788523496314,-4.593681200734511,-29.88823117336553,-34.12886451270733,False
directional_abs scaled cap15 top40 voladj3 mom6-1,-31.083017490932768,,0.9283603358217686,,-4.600725870946688,0.5782747603833865,0.24206952477407626,-4.593681200734511,-30.083017490932768,-34.3713361811606,False
directional_abs scaled cap10 top40 voladj3 mom6-1,-29.135927620313403,,0.9365496689015615,,-4.431649244909524,0.5814696485623003,0.2592968532010319,-4.637546279322209,-28.135927620313403,-32.19627146315835,False
long_only equal top10 voladj6 mom6-1,190.06970601727912,0.22387805462837562,0.2729807543825875,0.820123950256971,-0.5495531717009883,0.6153846153846154,0.34485290557975457,-0.26175252069393107,191.06970601727912,1.1166413573273084,True
long_only scaled cap30 top10 voladj6 mom6-1,404.1251834743438,0.2597718331733425,0.2981859540286659,0.8711739425136354,-0.5739440664805461,0.6378205128205128,0.36485731675871114,-0.3091427121165636,405.1251834743438,1.0965716900146736,True
long_only scaled cap25 top10 voladj6 mom6-1,417.91356807866146,0.2613945187813673,0.295251939726176,0.8853270160520913,-0.5731050672422278,0.6314102564102564,0.34536387913333766,-0.3069655593269215,418.91356807866146,1.1031963774081104,True
long_only scaled cap20 top10 voladj6 mom6-1,421.3276579040495,0.26178836996894184,0.29039742336621116,0.9014831017932575,-0.5537763608951836,0.6282051282051282,0.32779267866562045,-0.27989189328809067,422.3276579040495,1.1029662050250049,True
long_only scaled cap15 top10 voladj6 mom6-1,343.0240760175821,0.2518754107094847,0.2833570673166481,0.8888975775148639,-0.5325576398366381,0.625,0.3196836344608104,-0.24773533685854224,344.0240760175821,1.0985409586214319,True
long_only scaled cap10 top10 voladj6 mom6-1,190.06970601727906,0.22387805462837562,0.2729807543825875,0.820123950256971,-0.5495531717009883,0.6153846153846154,0.34485290557975445,-0.26175252069393107,191.06970601727906,1.1166413573273084,True
long_only equal top20 voladj6 mom6-1,217.25337697500632,0.23015556999879316,0.26455601581516486,0.8699691416565406,-0.5200660578275111,0.6121794871794872,0.32255791283991003,-0.27397487786069497,218.25337697500632,1.1124770855574206,True
long_only scaled cap30 top20 voladj6 mom6-1,297.2464112054969,0.24501897443455722,0.2771684166246624,0.8840075554725216,-0.5371440371034799,0.6153846153846154,0.3248178250903426,-0.25638684574502363,298.2464112054969,1.0932499700009772,True
long_only scaled cap25 top20 voladj6 mom6-1,302.8659140423334,0.24591314735658742,0.27690094682264205,0.8880906698888876,-0.5371440371034799,0.6121794871794872,0.3250531171652295,-0.25638684574502363,303.8659140423334,1.0972444089789166,True
long_only scaled cap20 top20 voladj6 mom6-1,309.54654168346536,0.2469557058452947,0.27628387191050446,0.8938477086541269,-0.537392510563586,0.6089743589743589,0.3258163968552384,-0.25638684574502363,310.54654168346536,1.1022821471525883,True
long_only scaled cap15 top20 voladj6 mom6-1,314.57821142433096,0.24772679131968878,0.27513457085406806,0.9003840940478671,-0.5416650008544478,0.6089743589743589,0.32915106303394126,-0.25598656794127567,315.57821142433096,1.1079847544543349,True
long_only scaled cap10 top20 voladj6 mom6-1,263.8936672204357,0.23935310911745433,0.2704898510630628,0.8848875777659061,-0.5288276969758157,0.625,0.34178176309057895,-0.2418184199780027,264.8936672204357,1.1073683574630446,True
long_only equal top25 voladj6 mom6-1,170.41612365421562,0.2187792852966579,0.2586903153590111,0.8457188858927148,-0.5314773797573231,0.6057692307692307,0.3255049897500837,-0.2712669807201863,171.41612365421562,1.0763616535836582,True
long_only scaled cap30 top25 voladj6 mom6-1,284.0396221672599,0.24285204734537125,0.2718330499706552,0.893386758422449,-0.5284970438941661,0.625,0.32734060523751507,-0.23731401597377766,285.0396221672599,1.0996481833441778,True
long_only scaled cap25 top25 voladj6 mom6-1,282.24758510174996,0.24255060521157645,0.2714631749241839,0.8934935844588041,-0.5284970438941662,0.625,0.32734060523751507,-0.23731401597377766,283.24758510174996,1.0996481833441778,True
long_only scaled cap20 top25 voladj6 mom6-1,284.18239927222277,0.2428759857309304,0.2711190205759275,0.8958279106165198,-0.5284970438941661,0.6185897435897436,0.32734060523751507,-0.23731401597377766,285.18239927222277,1.102876480650946,True
long_only scaled cap15 top25 voladj6 mom6-1,284.5132632900689,0.24293141499911353,0.2703290164407413,0.8986509039896811,-0.5328955245551863,0.6185897435897436,0.32815854220967666,-0.23731401597377766,285.5132632900689,1.1079513646682648,True
long_only scaled cap10 top25 voladj6 mom6-1,266.72198864220354,0.23985946904570565,0.2681615925225024,0.894458698538562,-0.5311998162406465,0.6217948717948718,0.3334810006760801,-0.24346731211034484,267.72198864220354,1.1113488537599718,True
long_only equal top30 voladj6 mom6-1,161.0713266069457,0.21615435545464767,0.2606708322094914,0.8292234064796805,-0.5218829223258548,0.6089743589743589,0.4110477231457099,-0.27904888258944516,162.0713266069457,1.0502989365325834,True
long_only scaled cap30 top30 voladj6 mom6-1,251.57735197387333,0.2370856946008768,0.26753123774287385,0.886198174841704,-0.5303743209058192,0.6282051282051282,0.3329625263650223,-0.2330292012983808,252.57735197387333,1.1030687487393322,True
long_only scaled cap25 top30 voladj6 mom6-1,250.87100398383197,0.23695245438421964,0.26737716371833914,0.8862105165938197,-0.5303743209058192,0.6282051282051282,0.3329625263650223,-0.2330292012983808,251.87100398383197,1.1030687487393322,True
long_only scaled cap20 top30 voladj6 mom6-1,250.6785815967732,0.23691609498927413,0.26712343596807825,0.8869161709105375,-0.5303743209058192,0.6217948717948718,0.3329625263650223,-0.2330292012983808,251.6785815967732,1.1030687487393322,True
long_only scaled cap15 top30 voladj6 mom6-1,251.5757184250278,0.2370853868739451,0.26673392754078823,0.888846008679157,-0.5308333517905656,0.625,0.33345105119479923,-0.2330292012983808,252.5757184250278,1.1070274909843498,True
long_only scaled cap10 top30 voladj6 mom6-1,245.74019200641487,0.2359736922050506,0.2657438107457835,0.8879743672780711,-0.5320269135166505,0.6185897435897436,0.3360141311389043,-0.24541010581216177,246.74019200641487,1.1123988001610856,True
long_only equal top40 voladj6 mom6-1,156.96426146546526,0.21495433637192884,0.25663065025735876,0.8376019628067211,-0.5209870725998375,0.6121794871794872,0.42609916796041136,-0.28164167868121204,157.96426146546526,0.9987870247005315,True
long_only scaled cap30 top40 voladj6 mom6-1,228.82536047003896,0.23260236896498676,0.2611387493857835,0.8907233013564003,-0.5241433488340919,0.6153846153846154,0.352689162810636,-0.24252340821304907,229.82536047003896,1.0772931942463724,True
long_only scaled cap25 top40 voladj6 mom6-1,228.61128554715165,0.23255819035395953,0.2611448171779862,0.8905334322429108,-0.5241433488340919,0.6153846153846154,0.352689162810636,-0.24252340821304907,229.61128554715165,1.0772931942463724,True
long_only scaled cap20 top40 voladj6 mom6-1,226.8915298835059,0.2322018407219093,0.2611386240855948,0.8891899524055058,-0.5241433488340919,0.6153846153846154,0.352689162810636,-0.24252340821304907,227.8915298835059,1.0772931942463724,True
long_only scaled cap15 top40 voladj6 mom6-1,225.8394902425802,0.23198257125797772,0.2609867876577012,0.888867108331307,-0.524143348834092,0.6153846153846154,0.352689162810636,-0.24252340821304907,226.8394902425802,1.0772931942463724,True
long_only scaled cap10 top40 voladj6 mom6-1,226.9969673689391,0.2322237626514405,0.26126326882173107,0.8888496408191799,-0.5255643755357864,0.6217948717948718,0.354487863078759,-0.24692535984090686,227.9969673689391,1.0765542462484434,True
classic_long_short equal top10 voladj6 mom6-1,1.7905191625954364,0.04025959704677229,0.14181458333295013,0.28388897742802244,-0.3046908806791194,0.6057692307692307,0.14018546599457213,-0.21370061993892092,2.7905191625954364,0.9768322403273505,True
classic_long_short scaled cap30 top10 voladj6 mom6-1,1.4270083415533552,0.034690432785069225,0.1725583911947408,0.20103590758399764,-0.2700609859670775,0.5737179487179487,0.15369202400284016,-0.19165340136189887,2.427008341553355,0.8028462021509014,True
classic_long_short scaled cap25 top10 voladj6 mom6-1,1.3903038807308459,0.0340841680971915,0.1720002247268209,0.19816350909614006,-0.27121926994570256,0.5705128205128205,0.15369202400284016,-0.19165340136189887,2.390303880730846,0.8015722273730449,True
classic_long_short scaled cap20 top10 voladj6 mom6-1,1.4614183758034418,0.035250845313278045,0.17009175382013778,0.20724605703433327,-0.263399970046456,0.5737179487179487,0.15369202400284016,-0.19058250345197753,2.461418375803442,0.8095456197394764,True
classic_long_short scaled cap15 top10 voladj6 mom6-1,1.6837886840058327,0.03870045030555502,0.1681841691791868,0.23010756894914874,-0.2715306640630565,0.5801282051282052,0.15369202400284016,-0.21083306612644637,2.6837886840058327,0.8045605997703431,True
classic_long_short scaled cap10 top10 voladj6 mom6-1,1.8612479197493816,0.04126153744511596,0.16217144019491014,0.2544315903930104,-0.28052383982998885,0.5641025641025641,0.15671924518442013,-0.20942920697376602,2.8612479197493816,0.8136036037664639,True
classic_long_short equal top20 voladj6 mom6-1,2.0777241207295076,0.044186478105389115,0.11319393429600925,0.39036082966988933,-0.26984736919098795,0.5897435897435898,0.11173812219667029,-0.1193652600054142,3.0777241207295076,1.0040282365431223,True
classic_long_short scaled cap30 top20 voladj6 mom6-1,2.3222810727978405,0.04726175807156152,0.14029360479584882,0.33687749445411613,-0.25141669585763127,0.5961538461538461,0.127953367065808,-0.18809592984307485,3.3222810727978405,0.9153395800430104,True
classic_long_short scaled cap25 top20 voladj6 mom6-1,2.3204087921559284,0.0472390524096562,0.14029398117528982,0.33671474723233874,-0.25141669585763127,0.5961538461538461,0.127953367065808,-0.18809592984307485,3.3204087921559284,0.9153395800430104,True
classic_long_short scaled cap20 top20 voladj6 mom6-1,2.3307655006512102,0.04736449709359869,0.1403060895583881,0.3375797675117162,-0.2507732290107719,0.5961538461538461,0.127953367065808,-0.18809592984307485,3.3307655006512102,0.9153395800430104,True
classic_long_short scaled cap15 top20 voladj6 mom6-1,2.306885937183115,0.04707469052899427,0.1400831916629785,0.3360481009188433,-0.24926720954692505,0.5961538461538461,0.127953367065808,-0.18809592984307485,3.306885937183115,0.9153395800430104,True
classic_long_short scaled cap10 top20 voladj6 mom6-1,2.3362770046526293,0.04743110185957855,0.13908138176875964,0.34103128151572976,-0.2480296404791642,0.6089743589743589,0.127953367065808,-0.18809592984307485,3.3362770046526293,0.9167140676745912,True
classic_long_short equal top25 voladj6 mom6-1,1.8237380606168379,0.04073317906102458,0.10168554983604709,0.40057981814231036,-0.2228974607781099,0.5961538461538461,0.10584170203092456,-0.117488956784147,2.823738060616838,0.9679661988890385,True
classic_long_short scaled cap30 top25 voladj6 mom6-1,2.31664020447782,0.047193312359235406,0.1301177701177129,0.3626969038628721,-0.23816330940814678,0.6185897435897436,0.11649356887773832,-0.17527646982888567,3.31664020447782,0.9343195044599701,True
classic_long_short scaled cap25 top25 voladj6 mom6-1,2.3143701541051507,0.04716573621166953,0.13011845165525898,0.3624830730128292,-0.23816330940814678,0.6185897435897436,0.11649356887773832,-0.17527646982888567,3.3143701541051507,0.9343195044599701,True
classic_long_short scaled cap20 top25 voladj6 mom6-1,2.3121001037324844,0.04713814189732979,0.13011927209034085,0.36226871807738154,-0.23816330940814678,0.6185897435897436,0.11649356887773832,-0.17527646982888567,3.3121001037324844,0.9343195044599701,True
classic_long_short scaled cap15 top25 voladj6 mom6-1,2.3094695941337906,0.04710614315200212,0.13007204271968353,0.36215425057573614,-0.23675739903620086,0.6185897435897436,0.11649356887773832,-0.17527646982888567,3.3094695941337906,0.9343195044599701,True
classic_long_short scaled cap10 top25 voladj6 mom6-1,2.3110741957815004,0.04712566518234773,0.1298472422907947,0.36293158291963684,-0.2352023046295192,0.6185897435897436,0.11649356887773832,-0.17527646982888567,3.3110741957815004,0.9348508084484993,True
classic_long_short equal top30 voladj6 mom6-1,-12.52266895460377,,1.0422314264676078,,-5.8780537057559314,0.5961538461538461,0.0960109856222842,-5.290550054218973,-11.52266895460377,-12.223601544212467,False
classic_long_short scaled cap30 top30 voladj6 mom6-1,-0.05396580683978114,-0.0021314393116288466,0.18673216549819388,-0.011414419716829462,-0.7427138925725519,0.6217948717948718,0.1074990531072371,-0.7254978041281309,0.9460341931602189,0.7586617284783703,True
classic_long_short scaled cap25 top30 voladj6 mom6-1,-0.05463366750895482,-0.0021585428798620576,0.18673248663939782,-0.011559546593681127,-0.742713892572552,0.6185897435897436,0.1074990531072371,-0.7254978041281309,0.9453663324910452,0.758126144951558,True
classic_long_short scaled cap20 top30 voladj6 mom6-1,-0.055312588198296986,-0.0021861141707152365,0.18673291839800574,-0.011707170805608657,-0.742713892572552,0.6185897435897436,0.1074990531072371,-0.7254978041281309,0.944687411801703,0.757581691963072,True
classic_long_short scaled cap15 top30 voladj6 mom6-1,-0.055367980929578064,-0.0021883645363650617,0.1867334649084825,-0.011719187760145577,-0.742713892572552,0.6185897435897436,0.1074990531072371,-0.7254978041281309,0.9446320190704219,0.7575372703707418,True
classic_long_short scaled cap10 top30 voladj6 mom6-1,-0.05264005485258971,-0.0020776912244595547,0.18667864998882955,-0.011129774211372748,-0.7444000130401021,0.6217948717948718,0.10584893137707223,-0.7254978041281309,0.9473599451474103,0.7525028358864858,True
classic_long_short equal top40 voladj6 mom6-1,-9.392328902574699,,0.7882317869808404,,-4.358288737242512,0.5801282051282052,0.08694457535410738,-3.994340172133573,-8.392328902574699,-8.835123466532027,False
classic_long_short scaled cap30 top40 voladj6 mom6-1,-2.894968287303755,,0.33238418887046434,,-1.7289622606784247,0.6121794871794872,0.10490545089398463,-1.5927804784164417,-1.894968287303755,-2.0515606815956287,False
classic_long_short scaled cap25 top40 voladj6 mom6-1,-2.894968287303755,,0.33238418887046434,,-1.7289622606784247,0.6121794871794872,0.10490545089398463,-1.5927804784164417,-1.894968287303755,-2.0515606815956287,False
classic_long_short scaled cap20 top40 voladj6 mom6-1,-2.894226302216719,,0.33238424422223956,,-1.7289622606784247,0.6121794871794872,0.10490545089398463,-1.5927804784164417,-1.8942263022167187,-2.0507573819092473,False
classic_long_short scaled cap15 top40 voladj6 mom6-1,-2.8925009702485625,,0.3323844412618224,,-1.7289622606784247,0.6121794871794872,0.10490545089398463,-1.5927804784164417,-1.8925009702485622,-2.048889475595308,False
classic_long_short scaled cap10 top40 voladj6 mom6-1,-2.8908080471118978,,0.33237738793112337,,-1.7289622606784247,0.6121794871794872,0.10466677729443359,-1.5927804784164417,-1.8908080471118978,-2.0470566562455517,False
directional_abs equal top10 voladj6 mom6-1,13.635664710915188,0.10872427378852811,0.2662827712706287,0.4083038240503715,-0.5309492936262349,0.5801282051282052,0.26462846864826517,-0.23485410686017877,14.635664710915188,0.9165599783550828,True
directional_abs scaled cap30 top10 voladj6 mom6-1,15.836224282300968,0.11471349231016736,0.2737170234757851,0.41909520589359955,-0.5081244427122626,0.5897435897435898,0.2736607690836128,-0.23803993919822938,16.836224282300968,0.9072551343991593,True
directional_abs scaled cap25 top10 voladj6 mom6-1,15.524820919038707,0.11391336285781306,0.27338816908733865,0.41667261329593763,-0.5131206488932816,0.5897435897435898,0.2736607690836128,-0.23803993919822938,16.524820919038707,0.9059785003222383,True
directional_abs scaled cap20 top10 voladj6 mom6-1,15.361114225219449,0.11348689653475597,0.27280772957747934,0.41599589832195305,-0.5208887476794443,0.5865384615384616,0.2736607690836128,-0.23803993919822938,16.36111422521945,0.8997525184663725,True
directional_abs scaled cap15 top10 voladj6 mom6-1,15.577115036447463,0.11404873654405234,0.2717552179619659,0.4196745048700934,-0.5193362671348519,0.5737179487179487,0.26961897147142433,-0.23803993919822938,16.577115036447463,0.89596735930294,True
directional_abs scaled cap10 top10 voladj6 mom6-1,13.635664710915187,0.10872427378852811,0.26628277127062866,0.40830382405037163,-0.5309492936262348,0.5801282051282052,0.26462846864826517,-0.23485410686017877,14.635664710915187,0.9165599783550828,True
directional_abs equal top20 voladj6 mom6-1,9.590752254998971,0.09501548789805381,0.24330676222788108,0.390517250848385,-0.5249190390324454,0.5673076923076923,0.2284954961966657,-0.21768104941685112,10.590752254998971,0.8998380637035004,True
directional_abs scaled cap30 top20 voladj6 mom6-1,13.038988048360384,0.1069507533385663,0.24980577817887922,0.42813562647851056,-0.5023036717339593,0.5608974358974359,0.2362581957319966,-0.21838700878202094,14.038988048360384,0.8986406697510707,True
directional_abs scaled cap25 top20 voladj6 mom6-1,13.034807760734987,0.10693807426588053,0.24980700011760198,0.4280827767658118,-0.5024518671590917,0.5608974358974359,0.2362581957319966,-0.21838700878202094,14.034807760734987,0.8986406697510707,True
directional_abs scaled cap20 top20 voladj6 mom6-1,13.046483682917012,0.10697347897727938,0.2498024293079305,0.4282323405486725,-0.5020379439062834,0.5608974358974359,0.2362581957319966,-0.21838700878202094,14.046483682917012,0.8986406697510707,True
directional_abs scaled cap15 top20 voladj6 mom6-1,12.749231205891443,0.10606318969695994,0.24956991323718303,0.42498387855013986,-0.5076525459326968,0.5641025641025641,0.2362581957319966,-0.21838700878202094,13.749231205891443,0.8945365233500944,True
directional_abs scaled cap10 top20 voladj6 mom6-1,12.531471364931008,0.10538424449572759,0.24906261943821262,0.4231234889178995,-0.5109016660161623,0.5673076923076923,0.2362581957319966,-0.21838700878202094,13.531471364931008,0.8955403924649119,True
directional_abs equal top25 voladj6 mom6-1,9.20479910940467,0.09345312859220889,0.23885707129249256,0.3912512536745073,-0.5035022263468698,0.5833333333333334,0.25772739779715603,-0.23509242090964988,10.20479910940467,0.9038092791636054,True
directional_abs scaled cap30 top25 voladj6 mom6-1,12.480590307700156,0.10522409065350002,0.24563137426948686,0.42838212735013514,-0.4802695935491281,0.5641025641025641,0.25946046914902476,-0.2351850471404202,13.480590307700156,0.9117301457093406,True
directional_abs scaled cap25 top25 voladj6 mom6-1,12.479650290414236,0.10522112637854675,0.24563162870202332,0.42836961564990844,-0.4802695935491279,0.5641025641025641,0.25946046914902476,-0.2351850471404202,13.479650290414236,0.9117301457093406,True
directional_abs scaled cap20 top25 voladj6 mom6-1,12.479252665486202,0.1052198724379374,0.24563180380861632,0.4283642053124331,-0.4802695935491281,0.5641025641025641,0.25946046914902476,-0.2351850471404202,13.479252665486202,0.9117301457093406,True
directional_abs scaled cap15 top25 voladj6 mom6-1,12.384710975470702,0.10492071375493595,0.2455245468323856,0.42733288833463606,-0.480269593549128,0.5641025641025641,0.25946046914902476,-0.2351850471404202,13.384710975470702,0.9098899137488542,True
directional_abs scaled cap10 top25 voladj6 mom6-1,12.15032285005744,0.10417018475568529,0.24515338841958612,0.424918396711676,-0.484337105680153,0.5641025641025641,0.25946046914902476,-0.2351850471404202,13.15032285005744,0.9103274278115777,True
directional_abs equal top30 voladj6 mom6-1,7.037115204470291,0.08345666593150969,0.22860861035486368,0.3650635284557388,-0.5400106353626999,0.5897435897435898,0.23786533558446998,-0.2669411145367278,8.037115204470291,0.9289518431220439,True
directional_abs scaled cap30 top30 voladj6 mom6-1,10.278908030123384,0.0976700378875488,0.23795891833941069,0.4104491589100181,-0.4999445863007461,0.5865384615384616,0.24282036639282154,-0.26201847609749707,11.278908030123384,0.9242908300146774,True
directional_abs scaled cap25 top30 voladj6 mom6-1,10.278475695998415,0.09766841958794958,0.237959056562091,0.41044211974535555,-0.4999637540268361,0.5865384615384616,0.24282036639282154,-0.26201847609749707,11.278475695998415,0.9242908300146774,True
directional_abs scaled cap20 top30 voladj6 mom6-1,10.277925433116968,0.09766635977483618,0.2379592328230324,0.4104331595633843,-0.499988150176897,0.5865384615384616,0.24282036639282154,-0.26201847609749707,11.277925433116968,0.9242908300146774,True
directional_abs scaled cap15 top30 voladj6 mom6-1,10.291612686882281,0.09771756695171607,0.23794104396763074,0.4106797436973903,-0.49939961890347984,0.5865384615384616,0.24282036639282154,-0.26201847609749707,11.291612686882281,0.9241395299427265,True
directional_abs scaled cap10 top30 voladj6 mom6-1,10.017440658851141,0.09668026342674585,0.23757160301698468,0.40695210285647604,-0.5053075034462038,0.5865384615384616,0.24282036639282154,-0.26201847609749707,11.017440658851141,0.9226552501500898,True
directional_abs equal top40 voladj6 mom6-1,5.7686169628339945,0.07632221801987704,0.219197963125176,0.3481885366621413,-0.4735953634287674,0.5833333333333334,0.27336085351724926,-0.2703082387679922,6.7686169628339945,0.8805133238870857,True
directional_abs scaled cap30 top40 voladj6 mom6-1,9.227170102177341,0.09354522661650799,0.2301374295826359,0.4064754993838085,-0.46432391641797754,0.5865384615384616,0.2673087321173957,-0.26581417144407304,10.227170102177341,0.9071347830531543,True
directional_abs scaled cap25 top40 voladj6 mom6-1,9.227170102177341,0.09354522661650799,0.2301374295826359,0.4064754993838085,-0.46432391641797754,0.5865384615384616,0.2673087321173957,-0.26581417144407304,10.227170102177341,0.9071347830531543,True
directional_abs scaled cap20 top40 voladj6 mom6-1,9.22282068270553,0.09352733588786522,0.23013937992043035,0.4063943160019023,-0.46432391641797777,0.5865384615384616,0.2673087321173957,-0.26581417144407304,10.22282068270553,0.9071347830531543,True
directional_abs scaled cap15 top40 voladj6 mom6-1,9.220725025475325,0.0935187130819819,0.23014121556118008,0.4063536070839999,-0.46432391641797777,0.5865384615384616,0.2673087321173957,-0.26581417144407304,10.220725025475325,0.9071347830531543,True
directional_abs scaled cap10 top40 voladj6 mom6-1,9.064886434234051,0.09287268707124907,0.22989545093121733,0.40397792429148915,-0.4655434424969749,0.5865384615384616,0.2673087321173957,-0.26581417144407304,10.064886434234051,0.9047091582212685,True
long_only equal top10 voladj12 mom6-1,204.5009041189745,0.23224929375891867,0.28628357502277213,0.8112560901911493,-0.5304914490326478,0.5980392156862745,0.336989211229787,-0.23647060460894442,205.5009041189745,1.0152061802823782,True
long_only scaled cap30 top10 voladj12 mom6-1,273.5943600774516,0.2463354993943243,0.32296525862960307,0.7627306430405798,-0.6010508713380862,0.5980392156862745,0.36317900443473927,-0.37347206143089784,274.5943600774516,1.017922221294774,True
long_only scaled cap25 top10 voladj12 mom6-1,267.648346081182,0.2452659822749954,0.31839656737002947,0.7703160379551321,-0.5931168291260063,0.6111111111111112,0.36242651670408077,-0.3620257707214806,268.648346081182,1.017922221294774,True
long_only scaled cap20 top10 voladj12 mom6-1,258.71337651088373,0.24361528638759955,0.3118107116017549,0.7812922305848985,-0.5896705253060266,0.6176470588235294,0.3474883987898571,-0.34391879665332437,259.71337651088373,1.017922221294774,True
