Date,XOM,CVX,COP,EOG,OXY,FANG,DVN,APA,PR,MTDR,CHRD,OVV,CNQ,SU,CVE,IMO,PBR,YPF,EC,SHEL,BP,TTE,EQNR,WMB,KMI,OKE,TRP,ENB,LNG,ET,EPD,MPLX,PAA,VLO,MPC,PSX,DINO,SUN,SLB,HAL,BKR,NOV,FTI,HP,PTEN,LBRT,RES,NBR,NEM,GOLD,AEM,WPM,FNV,RGLD,KGC,AU,HMY,GFI,AGI,OR,PAAS,HL,CDE,AG,FSM,SBSW,FCX,SCCO,TECK,RIO,BHP,VALE,AA,CENX,CLF,NUE,STLD,RS,CRS,ATI,MT,MP,LIN,APD,DD,DOW,LYB,CE,FMC,MOS,NTR,CF,WY,VMC,MLM,CCJ,UEC
2000-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-31,2.1063737025976583,2.6387090695845563,4.962879983033717,7.733128396169559,4.531432781899638,,3.5639804967604714,2.428291650326714,,,,,,2.26316946125795,,6.234794335795353,,-4.869031935040662,,2.3023438573115667,-0.6067766325123141,3.982953465200597,,-0.3868118323891329,,5.333981471975745,7.146201745343202,7.1122315462323265,-2.7836068056542476,,15.483127361101381,,14.042786706926115,3.9303429089635094,,,10.228845311255686,,-0.8429976498959275,0.02237486348051638,3.7005985648518314,3.554231987437164,,1.6620955523759344,0.2954667195199967,,11.159989515239857,1.5612742647983648,-0.6198777067700135,,2.892877185293888,,,-1.5008842185088693,-2.2292555667447997,-1.2958940648424127,0.8010440132994769,1.659451837444539,,,-1.7205760129797518,-0.5439844188885802,-2.1342499417457494,,,,-2.1827779510968224,-1.8533626252076887,,0.405366504040178,-0.3996128875958336,,1.502252844763182,0.823118500169724,-2.8648098927816195,0.05490939532752251,-1.0877165739136656,2.2902954635191697,1.9562885395711154,-0.6766353664899687,-3.4208524219368224,,1.8608794180358195,7.004369335547857,-0.8963677250670947,,,,3.412753836596314,-2.9316725716280585,,,-0.039127078306283446,3.8864117058516108,3.7037511031629906,5.776662789848012,
2001-08-31,3.108868905598618,6.148838050238483,6.098210575139366,8.505748246227645,9.069777604507948,,3.610556869539618,2.7534743390773246,,,,,,5.202349063959828,,9.251289373385553,,-5.586435922474797,,3.584076035607288,1.6246566456624973,2.2978017453716046,,-1.1394126630893262,,6.128534202337817,10.665147529651778,7.042082286793429,-3.3791821676730365,,19.10082261676343,,15.142748867708978,2.6456467256566243,,,8.358348662231185,,-1.783301018816781,-0.4943587964647753,3.8520381808178166,-1.4907645018976792,,0.9448704462244878,-0.8896983345762423,,12.373557932395002,-1.0462603521378941,-1.3012739083255613,,1.7110323333310915,,,0.8413348142257279,-2.486776492586992,-1.8767595427984085,-1.3494531706208728,-0.5278744587107796,,,-1.3655098525532632,-1.0545388822339645,-2.6706594322518806,,,,-1.2959610249236646,-2.057976707779225,,1.995969867086168,1.0979966994519905,,1.4325915615173865,1.200806935901876,-2.7970226550503168,-0.10955706111729459,-1.0305361814810645,3.019964847841382,3.2327724342118302,1.6378164631586385,-3.5339603408184113,,3.8310016577688453,6.83800517939572,0.6066969013387773,,,,4.627278243124077,-1.1148329630820062,,,2.361576901389251,2.9963357697265742,4.016823727974833,6.381958669663113,
2001-09-30,1.3780202822224494,0.6617132122880904,4.4742142829325555,3.6987937870567738,4.295919715513593,,-0.4014469563477837,-0.3979658521061573,,,,,,3.8505268887982993,,5.625682638136493,,-6.298490304137966,,0.7813149645974969,-0.11062787947365964,0.9058036817124029,,-1.9511064282771622,,3.4217145143641425,12.646306832085802,5.376447635266696,-2.2987386524201767,,22.12677060513838,,14.303064541707675,2.435097637327856,,,14.182292579663194,,-2.5249228893899747,-2.2056398650117117,1.0570748937703573,-3.3498983047590243,,-0.014439586468122434,-2.2941692232194915,,5.455943076626976,-2.136303616225424,-0.5889352880036767,,6.322033736926815,,,3.487770991213846,-2.094543772954592,-1.3628434595505563,-1.485879941942887,1.4916162668271946,,,-0.8724842456521262,-0.8508652947949576,-2.6470955002359866,,,,0.1542378026220457,-0.4890158082851154,,0.8104168414014682,0.0974208266917662,,0.9600542106489873,0.9403914167222526,-2.3625754213973678,-0.06491280741944995,0.9181110924542784,2.1977419410282493,5.156171218212552,-0.19871356980838914,-3.7796096619786765,,1.6362045902343725,5.817185105144448,-0.3176074608122819,,,,1.4087655403788948,-1.4328022300789598,,,0.464667556434152,0.9107271191344356,-2.1607487083643764,12.612470403163366,
2001-10-31,1.318181790160107,0.9015848737109556,2.5779407604188,1.2295573922987495,2.0564638292023156,,-2.209083917777011,-0.8014911694935897,,,,,,4.083908814808326,,3.4891779222333428,,-6.40054030408613,,-1.7468062473721548,0.0692522064818212,-1.5393642147532796,,-1.9407731697249295,,4.698307639567437,15.935801405716719,4.551424713887732,-2.612059030340928,,20.337873275660787,,8.67850711036421,1.4593575696754646,,,12.648042535161807,,-2.8405173324989104,-3.2478202942669783,-0.6635985906706826,-2.669841029867913,,-0.8209632226454859,-2.3435102146049216,,5.213186336956784,-2.778489359564929,0.1406952408115889,,8.306995328685645,,,5.080780581348418,-1.099866253119982,-0.7577654710536407,0.8745849253004937,4.239483850392544,,,0.624339994238687,0.027364007039619637,-2.497745210931343,,,,0.8277835366777212,-2.5740834381705033,,0.18480465218259987,-1.4833208790400199,,-0.19603714233386232,-1.3525399830446723,-3.5235106142172077,-0.4519939523800162,-0.7641818970620862,0.4306573475352806,1.5166298134354366,-3.2508350487818376,-3.7443335393539083,,-0.39180162626405796,2.9342317611631388,-0.7593702240992493,,,,-1.6286374287367456,-2.8631966072455284,,,-0.4709466753356461,0.16245373289056406,-3.5796937256728043,8.637598821842339,
2001-11-30,-0.7787154046321244,-0.1323709803304779,-0.2033922449884959,0.6172090441289911,1.432153381605651,,-2.7947174937209796,-0.9862778284126061,,,,,,4.835878869748767,,2.8014673347336116,,-6.6032717087677275,,-3.4637925335459645,-1.721411948964392,-1.723832612619534,,-2.2613564789728207,,3.046486314325762,13.599675082412247,4.835464535533006,-3.8099796460737374,,24.14015582076313,,8.333074686290185,1.9361444107349342,,,13.649798376612912,,-2.3517752872740907,-3.627342813207353,0.031006918400099753,-1.6410858883325972,,-0.9224948593671033,-0.9100859187646606,,6.296794939603059,-1.2539846718023115,0.16756983194043323,,7.437510280731725,,,7.559961083531738,-0.45161087907766595,-0.6315123827350838,2.4301261852736356,2.2843682982969153,,,-0.5225720905124048,-0.04131943573954207,-2.5313850850311574,,,,1.2498571181381772,-3.290891491441023,,1.104497200781958,-0.1870950859670426,,1.3090169141758694,-0.08117144537701894,-2.8823801178091384,0.7408852857459751,0.800038264214388,1.127361128582852,1.0132845485142359,-2.451099493390464,-3.4084886285467584,,1.6257818859427553,2.0106175520316234,-0.15183776004062194,,,,-2.60518960324445,-1.8764663043640641,,,0.6363603704742745,-1.03721379420685,-2.4612662496068376,6.536230539364613,
2001-12-31,-0.4294533544393493,1.0466641922924413,2.2090535232261046,0.35175560471959155,2.6508091775103986,,-2.9487923497041257,-1.3847413979407912,,,,,,4.450593142052881,,2.319154124585486,,-6.331657871982236,,-3.9364437168910213,-3.688134789182039,-2.7130251338026867,,-3.1252835830479517,,4.973904022054071,12.368728866144728,7.859972119715425,-3.945329230489878,,23.49376718056123,,7.812064752116402,0.7513850986883356,,,10.753139715301492,,-2.643630254239061,-3.7831075655092077,0.38154008374716497,-2.8445146966361654,,-1.2266665190455905,-1.052514016753229,,7.358721812918512,-1.0780378651505045,-0.8089839720256006,,5.122921313930704,,,6.243434909947702,-1.5423874734634038,-0.942970915795024,0.3874634106498684,2.3902817056117356,,,-0.267142090312683,-0.7995715989705556,-2.722477576680694,,,,2.5680301865135986,-0.8523170727041425,,2.0422195507182876,-0.28102002330577996,,3.2325756686601554,0.5677004796558622,-2.6909756847095645,4.26848305080403,0.9833013919487531,2.7389977230054843,2.3340890629681863,-0.6681617937715316,-2.8158579349756865,,4.719523829364626,5.313891640032021,3.457899371635765,,,,-0.8359859988697804,-0.5490143402970102,,,3.503371835474359,1.2412074605564947,0.9995095909541458,9.138856878785951,
2002-01-31,0.29463971036102904,3.910671628648783,3.313500177659993,2.5697522188481807,4.436140845139241,,-1.3273677827840755,0.8889029223954783,,,,,-1.4460639204495542,9.785378474214651,,3.0837568019767336,,-3.4181894123973984,,-2.713844144769419,-1.3828044370181887,-0.4234921737003377,,-3.9725283864008736,,6.996573880860078,16.148555288024223,5.785270777216179,-4.000492950287089,,25.759814608559264,,7.346324095430222,3.2869662006341867,,,12.367848798571952,,-2.317647135947991,-4.150687922386079,0.6686080640758906,-2.145413552790149,,0.39001327777783945,-0.30655110722865014,,10.300772081735447,-0.8819918072143905,0.8981552682520793,,7.896220576417254,,,5.746651801595375,0.6344173261591327,-0.10086297293244444,3.6158326914344876,5.118693788983355,,,2.488237209970993,0.2625277936221065,-1.8393967796005848,,,,2.8150777609575375,0.5432724428917145,,2.617351647183059,1.1697526193650332,,1.9384880073038402,0.14907109962330217,-1.9358790512355275,3.6978905292338586,0.18971801264202304,2.480272902323798,-0.7000025787052447,-1.1866886701909183,-2.2797242860896585,,6.229510400987982,5.381011920525938,3.4168902411482107,,,,-0.12734749751364177,-0.352592908624249,,,3.294219973152779,1.7503715662079076,1.7201823305247814,10.963016088443027,
