Date,XOM,CVX,COP,EOG,OXY,FANG,DVN,CTRA,APA,PR,MTDR,CHRD,OVV,CNQ,SU,CVE,IMO,PBR,YPF,EC,SHEL,BP,TTE,EQNR,WMB,KMI,OKE,TRP,ENB,LNG,ET,EPD,MPLX,PAA,VLO,MPC,PSX,DINO,SUN,SLB,HAL,BKR,NOV,FTI,HP,PTEN,LBRT,RES,NBR,NEM,GOLD,AEM,WPM,FNV,RGLD,KGC,AU,HMY,GFI,AGI,OR,PAAS,HL,CDE,AG,FSM,SBSW,FCX,SCCO,TECK,RIO,BHP,VALE,AA,CENX,CLF,NUE,STLD,RS,CRS,ATI,MT,MP,LIN,APD,DD,DOW,LYB,CE,FMC,MOS,NTR,CF,WY,VMC,MLM,CCJ,UEC
2003-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017312629984843068,0.0,0.0,0.0,0.0,0.012998709160100493,0.0,0.0,0.0,0.0,0.017930433419115002,0.0,0.0,0.0,0.0,0.0,-0.036010228620197364,0.0,0.0,0.0,0.0,0.020133005122254827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026455694627452737,0.0,0.0,0.0,0.0,0.0,0.020146118685630512,0.0,0.03430910986377295,0.0,-0.015470082215505948,0.012849890089613274,0.0,0.0,0.015257145141632641,0.0,0.0,0.06978762136217784,0.06003374543489337,0.041551308998157066,0.051362128790945136,0.0604453233839679,0.0,0.0,0.03213939362760448,0.09229765412373027,0.02766918561074063,0.0,0.0,0.0,0.02319132892546468,0.031107529488484265,0.0,0.0,0.02441539793900674,0.0,-0.01651964034293539,-0.014772659508467038,0.0,0.0,0.0,-0.014604160408531507,-0.02187257277194847,-0.034024018772430796,0.1267032938404237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016022829774627895,0.0,0.0,0.0,0.0,0.0,-0.012607159965344119,0.0,0.0
2003-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.015658518349376968,0.0,0.01846473784751262,0.0,0.0,0.0,0.0,0.015391994295229167,0.0,0.0,0.0,0.0,0.01996867340695684,0.0,0.0,0.0,0.0,0.0,-0.02952301018314418,0.0,0.0,0.015726689177329164,0.0,0.053949308788494466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023302067405361004,0.0,0.0,0.0,0.0,0.0,0.020051487215285147,0.0,0.025797156142135548,0.0,0.0,0.0,0.01563660414988767,0.0,0.0,0.0,0.0,0.0827836385212682,0.07966263886219604,0.032594588322797095,0.04059661685049712,0.05322177581191324,0.0,0.0,0.03234054006437322,0.13635278865520659,0.034581098418472025,0.0,0.0,0.0,0.012334665186238998,0.02113072370123021,0.0,0.0,0.01371101740430772,0.0,-0.015654280206304882,-0.018707860281217726,0.0,0.0,0.0,-0.011905818349074783,-0.01880237280421474,-0.028934673916722366,0.0869704275986331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014458997770365252,0.0,0.0,0.0,0.0,0.0,-0.01178523031425373,0.0,0.0
2003-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.01351018310750638,0.0,0.015380378042526793,0.0,0.0,0.0,0.0,0.023766776042135694,0.0,0.0,0.0,0.0,0.01995009485236305,0.0,0.0,0.0,0.0,0.01734684313080069,-0.025773390052747532,0.0,0.0,0.02025397651637669,0.013680489823570464,0.06490996786822426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021307403749281664,0.0,0.0,0.03390416786505524,0.0,0.0,0.01364814554959642,0.0,0.02176934694056568,0.0,0.0,0.0,0.021436037247844576,0.0,0.0,0.0,0.0,0.11219275200191,0.07854173672573625,0.028162678474464787,0.04233797134759008,0.05568698616092834,0.0,0.0,0.02205277145221096,0.12998239484537108,0.024818513638585032,0.0,0.0,0.0,0.024714006279552607,0.01444291511217399,0.0,0.0,0.013919133583752415,0.0,0.0,-0.017897561872437195,0.0,0.0,0.0,0.0,-0.014645131416286162,-0.02186601986488387,0.05934625534908955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012755971086432557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-07-31,0.0,0.0,0.0,0.0,0.01482756580042978,0.0,0.018221900925701404,0.01609180380966385,0.017296096024931262,0.0,0.0,0.0,0.0,0.023419799720482616,0.0,0.0,0.014745553906925724,0.0,0.0351665172778081,0.0,0.0,0.0,0.0,0.019381763847386137,-0.021804377063734136,0.0,0.0,0.02023757648852088,0.016873073863049894,0.09412738794892668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01638247719861181,0.0,0.0,0.030490252980949827,0.0,0.0,0.0,0.0,0.020249993590703497,0.0,0.0,0.0,0.020420517587078288,0.0,0.0,0.0,0.0,0.11393571169848533,0.05518554638375523,0.027332292920548888,0.03148888641881699,0.04039899421134837,0.0,0.0,0.024436583100339356,0.12596903410050697,0.023800951124245368,0.0,0.0,0.0,0.0239523461648581,0.0,0.0,0.0,0.0,0.0,0.0,-0.018437245406047215,0.0,0.0,0.0,0.0,0.0,-0.02280011755640882,0.05677088309335346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015252316903395733,-0.02050243288298648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-08-31,0.0,0.0,0.0,0.0,0.012652854161144684,0.0,0.0,0.011527065297152297,0.011035911555280215,0.0,0.0,0.0,0.0,0.01441186770914601,0.0,0.0,0.011433321806849321,0.0,0.040963058615009366,0.0,0.0,0.0,0.0,0.017045482973725518,-0.025492943327233685,0.0,0.0,0.018905648990223303,0.016310417475027084,0.1307175508880626,0.0,0.0,0.0,0.01800371049292803,0.0,0.0,0.0,0.024137541985502574,0.0,0.0,0.017442823423094993,0.0,0.0,0.0,0.0,0.0,0.0,-0.011422531761849016,0.0,0.022766178312947433,0.0,0.0,0.0,0.0,0.09690160892320322,0.043616262066566186,0.021739560466872594,0.0,0.018878814419216572,0.0,0.0,0.035295053837516265,0.12664023521562368,0.026544783478610747,0.0,0.0,0.0,0.037854670805186216,0.02303815652491635,0.0,0.0,0.016676051882714326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021545275125322935,0.09063237409638507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016450937241204614,-0.01991730714148516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012567560008438838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011333329522754882,0.0,0.03177308887249237,0.0,0.0,0.0,0.0,0.011214751564718345,-0.026147419068488387,0.0,0.0,0.01888508000803692,0.01842565750699031,0.16721694871515255,0.0,0.0,0.0,0.018743835850832332,0.0,0.0,0.0,0.015900519800654978,0.0,0.0,0.020363891659412357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018771037620232536,0.0,0.0,0.0,0.0,0.0779558486026326,0.04247309663539815,0.026202999756939283,0.013898393698568831,0.015223852664359425,0.0,0.0,0.0386074919605711,0.1116081118875671,0.050762891570943006,0.0,0.0,0.0,0.031448057473023754,0.016306011496779425,0.0,0.0,0.021971523646429965,0.020226499737910898,0.0,-0.01863560452114045,0.0,0.0,0.0,0.0,-0.010563105763643226,-0.022474631563102244,0.0721390778157874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017815827107418726,-0.020343853899579642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-10-31,0.0,0.0,0.0,0.0,0.014146169612534572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01370182682534865,0.0,0.0,0.015251963372737471,0.0,0.06264881171544517,0.0,0.0,0.0,0.0,0.0,-0.024121760844214933,0.0,0.0,0.0198403759375408,0.01579318311584679,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023123351022491398,0.0,0.0,0.02372424019704133,0.0,-0.015578485507654054,0.0,0.0,0.0,0.0,-0.017396740176051303,0.0,0.01870509661465662,0.0,0.0,0.0,0.0,0.05204475693846483,0.023576201415468137,0.02479626321964625,0.0,0.0,0.0,0.0,0.034885127141778445,0.034434367640274764,0.0692740624455576,0.0,0.0,0.0,0.04318915909397747,0.028985965646014647,0.0,0.0,0.02851039040053535,0.029389141208641684,0.0,-0.014025101303550364,0.0,0.0,0.0,-0.014744441188892033,0.0,-0.028479055050105125,0.05237422414970774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017128205056808725,-0.023809742049499188,0.0,0.0,0.0,0.0,0.0,0.016321791109514545,0.0
2003-11-30,0.0,0.0,0.0,0.0,0.01173367955799301,0.0,0.0,0.0,0.015967087770887563,0.0,0.0,0.0,0.0,0.015924448255007672,0.0,0.0,0.018248176627888725,0.0,0.13586383906402147,0.0,0.0,0.0,0.0,0.0,-0.012598553852978148,0.0,0.0,0.023273438958701598,0.016762223194110172,0.2,0.0,0.0,0.0,0.01436583847497221,0.0,0.0,0.0,0.035039757548333626,0.0,0.0,0.016423754422787765,0.0,-0.012319772939347431,0.0,0.0,0.0,0.0,-0.011989307125207842,0.0,0.020077007868619642,0.0,-0.01700079436794427,0.0,0.0,0.019951097912583086,0.0,0.014123332758910735,0.0,0.0,0.0,0.0,0.0,0.016727529883782073,0.04311128491534044,0.0,0.0,0.0,0.04783824078695054,0.054169105332955915,0.0,0.017521984761041033,0.03471669364137984,0.03150997230969228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02595380606761737,0.04897526482705819,0.0,0.01310042606125145,0.0,0.0,0.0,0.0,0.0,0.0,-0.024082316461374167,0.0,0.0,0.0,0.0,0.0,0.03063126425126165,0.0
2003-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012412666625286976,0.0,0.0,0.0,0.0,0.012549665001719796,0.0,0.0,0.012480155924509514,0.015020772074202991,0.11593391995314412,0.0,0.0,0.0,0.0,0.0,0.02239025801194455,0.0,0.0,0.019922478978869767,0.015559511539818136,0.13656318986851232,0.0,0.021727386398404647,0.0,0.013774558083839322,0.0,0.0,0.0,0.023899831294491636,0.0,0.0,0.019850712406609114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03205904494234561,0.0,0.0,0.0,0.0,0.0221610016227926,0.011051788301427274,0.03700792616437458,0.0,0.0,0.0,0.0,0.02938805976332786,0.02222357654680392,0.07884293343019734,0.0,0.0,0.0,0.05595416790620888,0.06236088601918239,0.0,0.015571086243132849,0.030279689727295372,0.027112908296202633,0.0,0.0,0.015216242691217269,0.0,0.0,0.0,0.0,-0.016801104892449712,0.04673206328058743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015728775623197397,0.0,0.0,0.0,0.0,0.0,0.0394236383879041,0.0
2004-01-31,0.0,0.0,0.0,0.0,0.013155337674817184,0.0,0.0,0.0,0.013797986894080292,0.0,0.0,0.0,0.0,0.012287274289020489,0.0,0.0,0.014320603254528328,0.029331357588483587,0.0756987005022851,0.0,0.0,0.0,0.0,0.0,0.049126685699471796,0.0,0.0,0.013301388480471974,0.011177037744030095,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014106589131740958,0.0,0.0,0.021581558052701108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020814086998838813,0.0,0.0,0.0,0.0,0.017055694278173005,0.012298928951181835,0.028554320553974128,0.011230970545535245,0.0,0.0,0.0,0.027795369733480565,0.03461740113104635,0.05953325456073109,0.0,0.0,0.0,0.037000790076477094,0.04889086909819402,0.026680064115402354,0.013522613754538905,0.017280759810924196,0.032674565846065096,0.0,0.02587986937646757,0.02249901365322443,0.0,0.0,0.0,0.0,0.0,0.05152981150756319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04425709669655137,0.0
2004-02-29,0.0,0.0,0.0,0.0,0.014298514617002576,0.0,0.0,0.0,0.012387823618010538,0.0,0.0,0.0,0.0,0.01240783694393425,0.0,0.0,0.015561735836799626,0.026020099775642208,0.07398668198472662,0.0,0.0,0.0,0.0,0.0,0.056082046837767976,0.0,0.0,0.012946317901023248,0.0,0.2,0.0,0.0,0.0,0.01241027227248613,0.01675005088225696,0.0,0.0,0.017342971840026266,0.0,0.0,0.02719232284810591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02066363839115308,0.0,0.0,0.0,0.0,0.026532336125198425,0.02372184840981014,0.04503757475308147,0.0,0.0,0.0,0.03300762091153336,0.0610125185899259,0.03191240115673845,0.014819943799707351,0.019850157359772375,0.03252124762020036,0.0,0.045999392085723234,0.017643433541752965,0.0,0.022212679315933858,0.0,0.012802743225563957,0.0,0.04833324600239774,0.0,0.0,0.0,0.012318860796246785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034223682557478236,0.0
2004-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012969314293412373,0.0,0.0,0.0,0.037219481593314584,0.06146520467082988,0.0,0.0,0.0,0.0,0.011278519252235955,0.055356611500389466,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.02229194007187639,0.0,0.0,0.013041375445891921,0.0,0.012262274857364239,0.026485565843575316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011842383903266978,0.0,0.0,0.0,0.0,0.03213862992666351,0.019607463101609223,0.05957608696151256,0.0,0.0,0.0,0.037971002432705514,0.031724091224479826,0.03127301622993859,0.012597847325511786,0.017654467117408725,0.029954161960751215,0.017315851284812292,0.049769996811090504,0.024978058731679215,0.01191026911058423,0.014591199817729132,0.0,0.029287272061994392,0.01608122534441645,0.056556304543123916,0.0,0.0,0.0,0.011583335084271786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031217049497560087,0.0
2004-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017169179718585423,0.014450305160006394,0.0,0.01172534956867904,0.029794383515630962,0.06525468754844564,0.0,0.0,0.0,0.0,0.012864383633685512,0.06752789615817059,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.011877023532400648,0.0,0.0,0.0138662430895458,0.0,0.0,0.01530222655497984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014648698136232938,0.0,0.0,0.0,0.0,0.0,0.0,0.012418199108947627,0.0,0.0,0.0,0.0,0.036262629094382354,0.021533799467269833,0.06627516346969528,0.0,0.0,0.0,0.036692018651421694,0.0324618586771261,0.025974903078817082,0.0,0.01366755168023538,0.02036594064246763,0.0,0.05607473286709778,0.03643917995982833,0.0,0.01467529334150759,0.011484788540200188,0.03508444300684379,0.01426691021859692,0.059234506643473905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011488045268946857,0.021119659666779086,0.0
2004-05-31,0.0,0.0,0.012903569415089964,0.0,0.01820798672615079,0.0,0.0,0.013118710846613466,0.015231929258200173,0.0,0.0,0.0,0.0,0.026820005659626396,0.01482090021900754,0.0,0.014288144238598461,0.03348910351950146,0.0778093102055024,0.0,0.0,0.0,0.0,0.019253034300487054,0.06761502047162497,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.013454274470028053,0.02400793052937764,0.0,0.0,0.013609473135177986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014337686522786703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03403348120848463,0.012233868847084573,0.04958983418404495,0.0,0.0,0.0,0.023752851896347175,0.02525884034882994,0.026936477002652216,0.0,0.0,0.018678530420892035,0.0,0.03729401686863131,0.030199684850820308,0.0,0.016356053506912837,0.0,0.024552836980024906,0.0,0.08752061591672346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012081258200085633,0.0,0.0,0.0,0.0,0.0,0.0,0.02254457025069298,0.0
2004-06-30,0.0,0.0,0.01318447629410518,0.0,0.01383303526795951,0.0,0.0,0.0,0.011342072645589812,0.0,0.0,0.0,0.0,0.017741986305534245,0.011930504820473248,0.0,0.013049793059969061,0.02079227622314403,0.0660412561060518,0.0,0.0,0.0,0.0,0.014601272517085843,0.07790496824402603,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0184874266445225,0.0,0.0,0.014136742117990287,0.0,0.0,0.013412764875874804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016307215241163735,0.0,0.03264567992255607,0.0,0.0,0.0,0.023682705665902026,0.028961970960453106,0.03124070434039134,0.0,0.012403461816825362,0.019580811679088993,0.0,0.04812660706556262,0.030824306999250508,0.014199867297194184,0.025524729810211033,0.017725411122573195,0.034170843212655316,0.023278909852485645,0.10707189995400955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02779629993735109,0.0
