Date,XOM,CVX,COP,EOG,OXY,FANG,DVN,CTRA,APA,PR,MTDR,CHRD,OVV,CNQ,SU,CVE,IMO,PBR,YPF,EC,SHEL,BP,TTE,EQNR,WMB,KMI,OKE,TRP,ENB,LNG,ET,EPD,MPLX,PAA,VLO,MPC,PSX,DINO,SUN,SLB,HAL,BKR,NOV,FTI,HP,PTEN,LBRT,RES,NBR,NEM,GOLD,AEM,WPM,FNV,RGLD,KGC,AU,HMY,GFI,AGI,OR,PAAS,HL,CDE,AG,FSM,SBSW,FCX,SCCO,TECK,RIO,BHP,VALE,AA,CENX,CLF,NUE,STLD,RS,CRS,ATI,MT,MP,LIN,APD,DD,DOW,LYB,CE,FMC,MOS,NTR,CF,WY,VMC,MLM,CCJ,UEC
2000-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-31,2.1063535649681713,2.638721680299729,4.962878810743695,7.733123100746384,4.531431889234219,,3.56398133181962,3.5112821910092813,2.4282985921975695,,,,,,2.2631446720294095,,6.234771167598607,,-4.869026373536726,,2.3023439957722633,-0.6067655987319109,3.9829495072396064,,-0.3868070757700823,,5.334000456466788,7.146173384118622,7.112226401117079,-2.7836052786672814,,15.483098679949764,,14.04279786501331,3.930356515925084,,,10.228850666260374,,-0.8429951118122774,0.022380040811373843,3.700599491712328,3.5542279251558333,,1.6620914229602812,0.29546674062286027,,11.159962886628142,1.5612755732391048,-0.6198787152111499,,2.892885811966991,,,-1.5008841609664956,-2.2292595658739187,-1.2958984579415043,0.8010423771580307,1.6594584228474756,,,-1.7205747478636568,-0.5439807024464023,-2.1342499417457494,,,,-2.1827830247484075,-1.853366189359518,,0.4053636522779314,-0.39961270655981024,,1.502242580223818,0.823118133972336,-2.8648138881956475,0.05491229120795771,-1.08771860662135,2.2902924122775823,1.9562950177392664,-0.6766341468329342,-3.420854745215863,,1.8608645997107955,7.004377675854537,-0.8963697514132585,,,,3.412759252038262,-2.9316738929630692,,,-0.03912471312718197,3.8864109171358776,3.7037258075918675,5.776664663129552,
2001-08-31,3.1088874859344426,6.148813406278024,6.098220523419607,8.505739391793625,9.069786457926334,,3.6105559818591892,3.2397635594547367,2.7534809585377875,,,,,,5.202331194620776,,9.251254461850696,,-5.586427971284668,,3.584079957767215,1.6246596448348862,2.297792372835694,,-1.1394087164865463,,6.128532017177825,10.665133752869812,7.042078030813709,-3.3791810947613974,,19.100800288658068,,15.142754426713271,2.6456594401812157,,,8.358328141792361,,-1.7833022956177114,-0.49435848076884,3.8520346051213377,-1.4907651018859607,,0.9448745419126543,-0.8896960009945988,,12.373544800783467,-1.046259964892785,-1.3012771669941245,,1.7110378939629618,,,0.8413329340792579,-2.4867817863308197,-1.876763426944893,-1.3494521623295237,-0.5278725706115004,,,-1.3655107386389347,-1.0545382766737774,-2.6706594322518806,,,,-1.2959586865309614,-2.0579727644385986,,1.9959675995319373,1.0980015823416869,,1.4325864541437392,1.2008061140028718,-2.7970286447419075,-0.10955596477516337,-1.0305359352204193,3.0199638118077057,3.232771921315993,1.637815350284986,-3.5339630131570012,,3.830997546810108,6.838019303587594,0.6066938664395144,,,,4.627277996679298,-1.1148299879498933,,,2.361567193286587,2.9963311529949888,4.01678710712107,6.3819528583840945,
2001-09-30,1.3780309962380668,0.6617068134364239,4.474222736387972,3.698783449318651,4.29591716491844,,-0.4014466160544317,1.3235057577609608,-0.39796606804973755,,,,,,3.8505185500103405,,5.625675776475158,,-6.298475436216901,,0.7812877589067562,-0.11062659240136317,0.9057906364656773,,-1.9511012173009978,,3.4217178180543444,12.646340538967177,5.376439734381737,-2.29873717326996,,22.12676957743026,,14.303091245601914,2.435107764203581,,,14.182275193329982,,-2.5249256310412704,-2.2056419398915414,1.0570831318036087,-3.3498962523826146,,-0.01444002800126749,-2.294167055943992,,5.4559414628479,-2.1363007046872173,-0.5889435897989644,,6.322043667323242,,,3.4877733442993524,-2.0945467892345637,-1.362845023497576,-1.485880647367765,1.4916119984632366,,,-0.8724800951973798,-0.8508631936744854,-2.6470955002359866,,,,0.15423651632544194,-0.4890091823380914,,0.8104161499983857,0.09742486441385954,,0.9600492535636556,0.9403906617122697,-2.3625742146536974,-0.06491379355640066,0.9181116546805598,2.197730340372085,5.1561598951270655,-0.19871943254772753,-3.779611810680024,,1.6362018332366648,5.81717814311367,-0.31760277698593964,,,,1.4087674102763221,-1.4328028002643864,,,0.4646624899996353,0.9107291443532489,-2.1607443080400826,12.612465852286778,
2001-10-31,1.31817539158344,0.9015665433903665,2.577925091836314,1.229562013630178,2.0564725979370646,,-2.209081040275448,0.47138611810758,-0.8014892060588648,,,,,,4.0839072982857285,,3.489160311427127,,-6.400533778165996,,-1.7468154299578078,0.06924285491900338,-1.5393549576147767,,-1.9407783537878647,,4.698305430154821,15.935784064343972,4.551423604364389,-2.612059476783317,,20.337861101294283,,8.678509307555652,1.4593661912464768,,,12.64803514547729,,-2.84051586143722,-3.2478231272115097,-0.6635975851655878,-2.6698403525857444,,-0.8209612013616073,-2.343510280245972,,5.213193271365212,-2.778487342944523,0.14068457401381504,,8.306998189854257,,,5.080778123012011,-1.0998691328843904,-0.7577646991277341,0.8745813119784551,4.239492971706157,,,0.6243414110429111,0.02736292897766223,-2.497745210931343,,,,0.8277813872574137,-2.574086722194867,,0.18480334078182015,-1.4833223720359578,,-0.19604602162927892,-1.3525399963009583,-3.52351084237351,-0.45199302034220434,-0.7641799676036807,0.4306573944620676,1.5166378126291886,-3.2508393518661496,-3.744335091160039,,-0.3918080459235073,2.9342487741259853,-0.7593728342991987,,,,-1.6286318559225619,-2.8631930716423053,,,-0.4709559195380389,0.16245800131893876,-3.5796877698881864,8.637600040244612,
2001-11-30,-0.7786992593090333,-0.13236776992424695,-0.20339474087598033,0.6172086884337536,1.432149892949649,,-2.794716039590512,-0.12569730498260723,-0.9862805022806652,,,,,,4.8358535751863405,,2.801463895841172,,-6.6032705529477465,,-3.4637979101346286,-1.7214114197325865,-1.7238165645018493,,-2.26135861468344,,3.046480432971639,13.599683626434235,4.835469632024026,-3.8099779528908675,,24.140151580155656,,8.333071573554353,1.9361523903594866,,,13.649816497163977,,-2.351778511481214,-3.6273485471444245,0.031007820537137656,-1.6410844120627333,,-0.9224910337721263,-0.9100858558539683,,6.296782394564249,-1.2539847490547114,0.16758945459831315,,7.437519506108273,,,7.559959652777992,-0.45161013031830627,-0.6315171575690349,2.430126263195894,2.2843762145199933,,,-0.5225739367118153,-0.04131624375990118,-2.5313850850311574,,,,1.2498575970749908,-3.290900151170959,,1.1044961540063107,-0.1870946026626662,,1.3090217610363808,-0.08117143648588743,-2.8823786506892377,0.7408931528157234,0.8000421472519363,1.1273605813361245,1.0132853066516236,-2.4511008640936947,-3.4084895788889393,,1.6257863016249658,2.0106268171193666,-0.15184118430851773,,,,-2.6051861901686393,-1.8764624783007298,,,0.6363624789875968,-1.0372115279182257,-2.4612693584315384,6.536233627377205,
2001-12-31,-0.429475344597486,1.046650061062738,2.209052698414409,0.3517579759184067,2.650807426582061,,-2.948788150437552,0.2644440315894262,-1.3847440014958574,,,,,,4.4505960562790925,,2.3191598212158793,,-6.33165670626889,,-3.9364471340579783,-3.688133890386094,-2.7130253903378376,,-3.1252815766525313,,4.9738925273755745,12.36874985420356,7.8599744351507335,-3.945327403497697,,23.493799795449096,,7.8120613191650286,0.751386402459714,,,10.753147132302649,,-2.64362907400981,-3.7831163361451376,0.38154040581593723,-2.8445137801331715,,-1.2266663149132793,-1.0525139158328372,,7.358720353994017,-1.0780385559570482,-0.8089803355584647,,5.122933946751898,,,6.243428777795051,-1.5423884305608546,-0.9429767471832938,0.3874675468734047,2.3902860178347987,,,-0.2671423629708705,-0.799570651095807,-2.722477576680694,,,,2.568036015083819,-0.8523142783903958,,2.0422151522571483,-0.2810178043257089,,3.232570788196616,0.5677004186738028,-2.6909770428721735,4.268489422659582,0.9833008132440709,2.7389988507618224,2.3340887380991613,-0.6681626482136651,-2.815858825180256,,4.71951456596276,5.313896129951535,3.4579036751906083,,,,-0.835988195688651,-0.5490117885167557,,,3.5033826693567605,1.2412134264735877,0.999517088623129,9.138861747495461,
2002-01-31,0.294645226545796,3.9106682203317167,3.313488799712977,2.5697565715098425,4.43613910535147,,-1.3273697283714525,2.7804395512226727,0.8889013098994669,,,,,-1.4460638966337318,9.785386025953976,,3.083758322459413,,-3.4181857195381533,,-2.713854177173955,-1.3828088939792653,-0.4234877000818642,,-3.9725289700257904,,6.9965431793720585,16.14860394905987,5.785280196454388,-4.000490214511008,,25.759694360576216,,7.346339648420197,3.286975851946289,,,12.367828647877717,,-2.317650209676106,-4.150694305771456,0.6686144507143039,-2.145414123643956,,0.39001228664201676,-0.3065532031726695,,10.300784694176977,-0.8819935498539765,0.8981620298313326,,7.8962240320512525,,,5.746641051958436,0.6344195718398056,-0.10086308218098707,3.6158299210343205,5.118691024237204,,,2.488246089693445,0.2625273949187246,-1.8393967796005848,,,,2.815078521776801,0.543266304913576,,2.6173547157102894,1.1697452404972122,,1.93848073505706,0.14907170349634752,-1.9358810107565452,3.697893000421784,0.18972369866695132,2.4802684539906577,-0.6999982518543857,-1.1866950214487728,-2.279724800695636,,6.2294745493408445,5.381013938895112,3.416867564072623,,,,-0.1273595216363002,-0.35259710373078057,,,3.2942255895000976,1.7503717444452656,1.7201728347683731,10.963019244320286,
