strategy_name,name,signal_type,lookback_months,skip_months,signal_family,strategy_type,top_n,weighting,max_weight,gross_exposure,volatility_lookback_months,fast_months,slow_months,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,final_value,valid_for_chart,beta_SPY,alpha_SPY,corr_SPY,info_ratio_SPY,beta_XLE,alpha_XLE,corr_XLE,info_ratio_XLE,beta_XLB,alpha_XLB,corr_XLB,info_ratio_XLB,beta_GLD,alpha_GLD,corr_GLD,info_ratio_GLD,beta_DBC,alpha_DBC,corr_DBC,info_ratio_DBC
wma_3-12 | classic_long_short | equal | top20,wma_3-12,wma_crossover,,1,wma_crossover,classic_long_short,20,equal,,1.0,,3.0,12.0,-1858.53%,,158.05%,,-993.92%,55.37%,-17.585,False,-1.623,-10.43%,-0.155,-0.224,-1.426,-11.31%,-0.226,-0.223,-1.079,-15.28%,-0.136,-0.226,0.819,-41.68%,0.082,-0.256,-1.191,-30.94%,-0.126,-0.217
wma_3-12 | classic_long_short | scaled cap25 | top20,wma_3-12,wma_crossover,,1,wma_crossover,classic_long_short,20,scaled,0.25,1.0,,3.0,12.0,-6527.79%,,874.21%,,-3170.22%,54.72%,-64.278,False,-8.020,-90.16%,-0.138,-0.204,-7.607,-88.61%,-0.218,-0.204,-5.292,-114.52%,-0.120,-0.204,4.475,-251.47%,0.081,-0.224,-6.240,-190.73%,-0.119,-0.222
wma_3-12 | classic_long_short | scaled cap20 | top20,wma_3-12,wma_crossover,,1,wma_crossover,classic_long_short,20,scaled,0.2,1.0,,3.0,12.0,-6576.72%,,874.21%,,-3189.11%,54.72%,-64.767,False,-8.019,-90.13%,-0.138,-0.204,-7.606,-88.58%,-0.218,-0.204,-5.291,-114.49%,-0.120,-0.204,4.475,-251.44%,0.081,-0.224,-6.239,-190.70%,-0.119,-0.222
wma_3-12 | classic_long_short | scaled cap15 | top20,wma_3-12,wma_crossover,,1,wma_crossover,classic_long_short,20,scaled,0.15,1.0,,3.0,12.0,-6674.15%,,874.21%,,-3229.54%,54.72%,-65.742,False,-8.018,-90.10%,-0.138,-0.204,-7.607,-88.54%,-0.218,-0.204,-5.290,-114.46%,-0.120,-0.204,4.475,-251.37%,0.081,-0.224,-6.239,-190.63%,-0.119,-0.222
wma_3-12 | classic_long_short | equal | top30,wma_3-12,wma_crossover,,1,wma_crossover,classic_long_short,30,equal,,1.0,,3.0,12.0,-907.21%,,106.38%,,-648.36%,56.68%,-8.072,False,-1.116,-6.85%,-0.158,-0.251,-0.983,-7.43%,-0.232,-0.247,-0.755,-10.05%,-0.141,-0.253,0.557,-27.85%,0.083,-0.285,-0.837,-20.45%,-0.131,-0.222
wma_3-12 | classic_long_short | scaled cap25 | top30,wma_3-12,wma_crossover,,1,wma_crossover,classic_long_short,30,scaled,0.25,1.0,,3.0,12.0,-4763.20%,,534.53%,,-2459.50%,56.03%,-46.632,False,-4.994,-52.57%,-0.141,-0.207,-4.687,-52.14%,-0.220,-0.207,-3.301,-67.68%,-0.123,-0.208,2.751,-152.37%,0.081,-0.229,-3.845,-115.23%,-0.120,-0.222
wma_3-12 | classic_long_short | scaled cap20 | top30,wma_3-12,wma_crossover,,1,wma_crossover,classic_long_short,30,scaled,0.2,1.0,,3.0,12.0,-4764.48%,,534.53%,,-2460.15%,56.03%,-46.645,False,-4.994,-52.57%,-0.141,-0.207,-4.687,-52.13%,-0.220,-0.207,-3.301,-67.68%,-0.123,-0.208,2.751,-152.37%,0.081,-0.229,-3.845,-115.23%,-0.120,-0.222
wma_3-12 | classic_long_short | scaled cap15 | top30,wma_3-12,wma_crossover,,1,wma_crossover,classic_long_short,30,scaled,0.15,1.0,,3.0,12.0,-4772.52%,,534.53%,,-2464.22%,56.03%,-46.725,False,-4.994,-52.56%,-0.141,-0.207,-4.687,-52.13%,-0.220,-0.207,-3.301,-67.67%,-0.123,-0.208,2.751,-152.36%,0.081,-0.229,-3.845,-115.22%,-0.120,-0.222
wma_3-12 | directional_abs | equal | top10,wma_3-12,wma_crossover,,1,wma_crossover,directional_abs,10,equal,,1.0,,3.0,12.0,-51.29%,-2.77%,622.10%,-0.004,-100.10%,55.37%,0.487,False,-6.046,-56.49%,-0.147,-0.201,-5.484,-57.96%,-0.221,-0.201,-3.950,-75.26%,-0.126,-0.202,3.226,-179.12%,0.082,-0.228,-4.601,-136.42%,-0.123,-0.225
wma_3-12 | directional_abs | scaled cap25 | top10,wma_3-12,wma_crossover,,1,wma_crossover,directional_abs,10,scaled,0.25,1.0,,3.0,12.0,1388.72%,11.13%,1143.35%,0.010,-101.88%,55.37%,14.887,False,-10.658,-115.30%,-0.141,-0.200,-9.972,-114.68%,-0.219,-0.200,-6.993,-148.08%,-0.122,-0.201,5.878,-331.27%,0.081,-0.223,-8.265,-252.21%,-0.121,-0.224
wma_3-12 | directional_abs | scaled cap20 | top10,wma_3-12,wma_crossover,,1,wma_crossover,directional_abs,10,scaled,0.2,1.0,,3.0,12.0,1364.69%,11.06%,1143.35%,0.010,-101.87%,55.37%,14.647,False,-10.654,-115.43%,-0.141,-0.200,-9.970,-114.79%,-0.219,-0.201,-6.988,-148.21%,-0.121,-0.201,5.880,-331.39%,0.081,-0.223,-8.264,-252.33%,-0.121,-0.224
wma_3-12 | directional_abs | scaled cap15 | top10,wma_3-12,wma_crossover,,1,wma_crossover,directional_abs,10,scaled,0.15,1.0,,3.0,12.0,1176.42%,10.47%,927.74%,0.011,-101.91%,55.05%,12.764,False,-8.769,-91.02%,-0.143,-0.201,-8.130,-91.31%,-0.220,-0.201,-5.746,-118.07%,-0.123,-0.201,4.782,-268.62%,0.082,-0.224,-6.756,-204.50%,-0.121,-0.224
wma_3-12 | directional_abs | equal | top20,wma_3-12,wma_crossover,,1,wma_crossover,directional_abs,20,equal,,1.0,,3.0,12.0,-1744.82%,,316.46%,,-336.72%,57.00%,-16.448,False,-3.305,-20.84%,-0.158,-0.198,-2.863,-23.07%,-0.227,-0.197,-2.156,-31.14%,-0.135,-0.199,1.663,-85.96%,0.083,-0.229,-2.473,-64.77%,-0.130,-0.218
wma_3-12 | directional_abs | scaled cap25 | top20,wma_3-12,wma_crossover,,1,wma_crossover,directional_abs,20,scaled,0.25,1.0,,3.0,12.0,-1483.67%,,688.71%,,-294.05%,55.70%,-13.837,False,-6.617,-62.83%,-0.145,-0.199,-6.069,-63.74%,-0.221,-0.199,-4.336,-83.24%,-0.125,-0.200,3.563,-195.53%,0.082,-0.223,-5.091,-148.28%,-0.123,-0.221
wma_3-12 | directional_abs | scaled cap20 | top20,wma_3-12,wma_crossover,,1,wma_crossover,directional_abs,20,scaled,0.2,1.0,,3.0,12.0,-1484.25%,,688.71%,,-294.14%,55.70%,-13.843,False,-6.617,-62.83%,-0.145,-0.199,-6.069,-63.74%,-0.221,-0.199,-4.336,-83.24%,-0.125,-0.200,3.563,-195.53%,0.082,-0.223,-5.091,-148.28%,-0.123,-0.221
wma_3-12 | directional_abs | scaled cap15 | top20,wma_3-12,wma_crossover,,1,wma_crossover,directional_abs,20,scaled,0.15,1.0,,3.0,12.0,-1480.09%,,688.71%,,-294.14%,55.70%,-13.801,False,-6.614,-62.88%,-0.145,-0.199,-6.068,-63.77%,-0.221,-0.199,-4.333,-83.29%,-0.125,-0.200,3.562,-195.53%,0.082,-0.223,-5.091,-148.28%,-0.123,-0.221
wma_3-12 | directional_abs | equal | top30,wma_3-12,wma_crossover,,1,wma_crossover,directional_abs,30,equal,,1.0,,3.0,12.0,-2394.47%,,212.76%,,-520.99%,57.98%,-22.945,False,-2.342,-9.86%,-0.166,-0.198,-1.957,-12.20%,-0.231,-0.197,-1.516,-17.28%,-0.142,-0.199,1.115,-54.47%,0.083,-0.231,-1.743,-40.40%,-0.137,-0.210
wma_3-12 | directional_abs | scaled cap25 | top30,wma_3-12,wma_crossover,,1,wma_crossover,directional_abs,30,scaled,0.25,1.0,,3.0,12.0,-3686.50%,,518.64%,,-677.72%,55.37%,-35.865,False,-5.078,-43.92%,-0.148,-0.199,-4.595,-45.26%,-0.222,-0.199,-3.317,-59.68%,-0.127,-0.199,2.689,-144.76%,0.082,-0.224,-3.899,-109.22%,-0.125,-0.219
wma_3-12 | directional_abs | scaled cap20 | top30,wma_3-12,wma_crossover,,1,wma_crossover,directional_abs,30,scaled,0.2,1.0,,3.0,12.0,-3684.38%,,518.64%,,-677.38%,55.37%,-35.844,False,-5.078,-43.92%,-0.148,-0.199,-4.595,-45.27%,-0.222,-0.199,-3.317,-59.69%,-0.127,-0.199,2.689,-144.76%,0.082,-0.224,-3.899,-109.22%,-0.125,-0.219
wma_3-12 | directional_abs | scaled cap15 | top30,wma_3-12,wma_crossover,,1,wma_crossover,directional_abs,30,scaled,0.15,1.0,,3.0,12.0,-3686.49%,,518.64%,,-677.72%,55.37%,-35.865,False,-5.078,-43.92%,-0.148,-0.199,-4.595,-45.26%,-0.222,-0.199,-3.317,-59.68%,-0.127,-0.199,2.689,-144.76%,0.082,-0.224,-3.899,-109.22%,-0.125,-0.219
sma_6-12 | long_only | equal | top10,sma_6-12,sma_crossover,,1,sma_crossover,long_only,10,equal,,1.0,,6.0,12.0,24034.75%,23.92%,35.43%,0.675,-67.08%,59.28%,241.347,True,1.113,16.87%,0.474,0.576,0.900,18.30%,0.637,0.629,1.065,16.86%,0.597,0.616,0.927,11.86%,0.464,0.362,1.003,17.45%,0.548,0.611
sma_6-12 | long_only | scaled cap25 | top10,sma_6-12,sma_crossover,,1,sma_crossover,long_only,10,scaled,0.25,1.0,,6.0,12.0,30753.10%,25.11%,41.31%,0.608,-76.53%,57.98%,308.531,True,1.270,18.59%,0.464,0.577,1.018,20.31%,0.619,0.632,1.196,18.79%,0.575,0.611,0.974,13.54%,0.419,0.365,1.138,19.96%,0.532,0.604
sma_6-12 | long_only | scaled cap20 | top10,sma_6-12,sma_crossover,,1,sma_crossover,long_only,10,scaled,0.2,1.0,,6.0,12.0,31383.48%,25.21%,40.28%,0.626,-75.64%,59.28%,314.835,True,1.248,18.48%,0.467,0.584,0.997,20.20%,0.621,0.639,1.171,18.70%,0.577,0.619,0.968,13.32%,0.425,0.366,1.117,19.53%,0.534,0.604
sma_6-12 | long_only | scaled cap15 | top10,sma_6-12,sma_crossover,,1,sma_crossover,long_only,10,scaled,0.15,1.0,,6.0,12.0,32299.56%,25.35%,38.54%,0.658,-73.58%,58.96%,323.996,True,1.205,18.30%,0.472,0.595,0.962,19.98%,0.626,0.651,1.136,18.47%,0.585,0.633,0.957,12.79%,0.440,0.367,1.080,18.83%,0.541,0.610
sma_6-12 | long_only | equal | top20,sma_6-12,sma_crossover,,1,sma_crossover,long_only,20,equal,,1.0,,6.0,12.0,16593.94%,22.14%,29.89%,0.741,-62.11%,60.59%,166.939,True,1.054,14.25%,0.532,0.584,0.846,15.67%,0.710,0.657,0.992,14.41%,0.659,0.638,0.790,12.14%,0.458,0.367,0.943,16.23%,0.601,0.683
sma_6-12 | long_only | scaled cap25 | top20,sma_6-12,sma_crossover,,1,sma_crossover,long_only,20,scaled,0.25,1.0,,6.0,12.0,27893.98%,24.64%,36.69%,0.671,-70.68%,59.28%,279.940,True,1.186,17.24%,0.488,0.593,0.959,18.76%,0.656,0.661,1.121,17.37%,0.607,0.636,0.911,12.80%,0.441,0.370,1.068,18.51%,0.565,0.643
sma_6-12 | long_only | scaled cap20 | top20,sma_6-12,sma_crossover,,1,sma_crossover,long_only,20,scaled,0.2,1.0,,6.0,12.0,27828.24%,24.63%,36.40%,0.677,-70.28%,59.61%,279.282,True,1.181,17.18%,0.489,0.595,0.953,18.71%,0.657,0.663,1.115,17.32%,0.609,0.638,0.908,12.80%,0.442,0.371,1.059,18.41%,0.563,0.642
sma_6-12 | long_only | scaled cap15 | top20,sma_6-12,sma_crossover,,1,sma_crossover,long_only,20,scaled,0.15,1.0,,6.0,12.0,26325.75%,24.36%,35.67%,0.683,-68.91%,60.26%,264.257,True,1.160,16.90%,0.491,0.592,0.935,18.42%,0.658,0.659,1.098,17.01%,0.612,0.637,0.905,12.60%,0.448,0.371,1.040,18.09%,0.562,0.638
sma_6-12 | long_only | equal | top30,sma_6-12,sma_crossover,,1,sma_crossover,long_only,30,equal,,1.0,,6.0,12.0,10163.78%,19.84%,27.44%,0.723,-63.52%,60.91%,102.638,True,1.073,11.48%,0.590,0.550,0.840,13.15%,0.768,0.636,0.982,11.93%,0.711,0.609,0.710,11.47%,0.439,0.322,0.940,14.50%,0.640,0.677
sma_6-12 | long_only | scaled cap25 | top30,sma_6-12,sma_crossover,,1,sma_crossover,long_only,30,scaled,0.25,1.0,,6.0,12.0,23825.39%,23.88%,33.47%,0.713,-67.12%,59.61%,239.254,True,1.146,15.91%,0.517,0.603,0.923,17.42%,0.692,0.685,1.073,16.14%,0.637,0.654,0.845,12.77%,0.443,0.374,1.028,17.59%,0.591,0.675
sma_6-12 | long_only | scaled cap20 | top30,sma_6-12,sma_crossover,,1,sma_crossover,long_only,30,scaled,0.2,1.0,,6.0,12.0,23179.99%,23.74%,33.42%,0.710,-67.12%,59.61%,232.800,True,1.145,15.80%,0.517,0.600,0.921,17.32%,0.691,0.680,1.072,16.03%,0.637,0.650,0.847,12.60%,0.445,0.370,1.024,17.45%,0.589,0.670
sma_6-12 | long_only | scaled cap15 | top30,sma_6-12,sma_crossover,,1,sma_crossover,long_only,30,scaled,0.15,1.0,,6.0,12.0,23033.26%,23.71%,33.30%,0.712,-67.11%,59.61%,231.333,True,1.143,15.75%,0.518,0.601,0.917,17.29%,0.691,0.680,1.071,15.98%,0.639,0.651,0.847,12.55%,0.447,0.370,1.018,17.39%,0.588,0.668
sma_6-12 | classic_long_short | equal | top10,sma_6-12,sma_crossover,,1,sma_crossover,classic_long_short,10,equal,,1.0,,6.0,12.0,-1701.30%,,313.04%,,-1123.30%,53.75%,-16.013,False,-2.894,-31.10%,-0.139,-0.220,-2.760,-30.38%,-0.221,-0.219,-1.933,-39.65%,-0.123,-0.221,1.598,-89.40%,0.081,-0.244,-2.290,-67.57%,-0.122,-0.226
sma_6-12 | classic_long_short | scaled cap25 | top10,sma_6-12,sma_crossover,,1,sma_crossover,classic_long_short,10,scaled,0.25,1.0,,6.0,12.0,-1574.67%,,988.08%,,-908.81%,55.05%,-14.747,False,-8.829,-108.49%,-0.135,-0.207,-8.558,-104.85%,-0.217,-0.207,-5.824,-135.33%,-0.117,-0.207,5.019,-288.31%,0.080,-0.227,-6.925,-220.09%,-0.117,-0.225
sma_6-12 | classic_long_short | scaled cap20 | top10,sma_6-12,sma_crossover,,1,sma_crossover,classic_long_short,10,scaled,0.2,1.0,,6.0,12.0,-1691.99%,,988.07%,,-974.57%,54.72%,-15.920,False,-8.834,-108.25%,-0.135,-0.207,-8.561,-104.62%,-0.217,-0.207,-5.827,-135.10%,-0.117,-0.207,5.004,-287.91%,0.080,-0.226,-6.941,-219.83%,-0.117,-0.225
sma_6-12 | classic_long_short | scaled cap15 | top10,sma_6-12,sma_crossover,,1,sma_crossover,classic_long_short,10,scaled,0.15,1.0,,6.0,12.0,-1964.89%,,925.34%,,-1100.22%,55.05%,-18.649,False,-8.297,-100.59%,-0.135,-0.207,-8.025,-97.34%,-0.218,-0.207,-5.479,-125.75%,-0.118,-0.207,4.668,-268.88%,0.080,-0.226,-6.520,-205.40%,-0.118,-0.225
sma_6-12 | classic_long_short | equal | top20,sma_6-12,sma_crossover,,1,sma_crossover,classic_long_short,20,equal,,1.0,,6.0,12.0,-1304.28%,,158.78%,,-923.35%,53.75%,-12.043,False,-1.527,-13.05%,-0.145,-0.234,-1.433,-12.92%,-0.226,-0.232,-1.023,-17.53%,-0.128,-0.236,0.811,-43.55%,0.081,-0.266,-1.214,-32.36%,-0.128,-0.225
sma_6-12 | classic_long_short | scaled cap25 | top20,sma_6-12,sma_crossover,,1,sma_crossover,classic_long_short,20,scaled,0.25,1.0,,6.0,12.0,-2786.45%,,692.67%,,-1785.77%,54.72%,-26.865,False,-6.226,-74.26%,-0.136,-0.209,-6.010,-71.96%,-0.218,-0.209,-4.115,-93.11%,-0.118,-0.209,3.517,-200.73%,0.080,-0.229,-4.902,-152.81%,-0.118,-0.225
sma_6-12 | classic_long_short | scaled cap20 | top20,sma_6-12,sma_crossover,,1,sma_crossover,classic_long_short,20,scaled,0.2,1.0,,6.0,12.0,-2786.45%,,692.67%,,-1785.77%,54.72%,-26.865,False,-6.226,-74.26%,-0.136,-0.209,-6.010,-71.96%,-0.218,-0.209,-4.115,-93.11%,-0.118,-0.209,3.517,-200.73%,0.080,-0.229,-4.902,-152.81%,-0.118,-0.225
sma_6-12 | classic_long_short | scaled cap15 | top20,sma_6-12,sma_crossover,,1,sma_crossover,classic_long_short,20,scaled,0.15,1.0,,6.0,12.0,-2727.62%,,692.67%,,-1767.09%,54.72%,-26.276,False,-6.228,-74.34%,-0.136,-0.209,-6.010,-72.05%,-0.218,-0.209,-4.115,-93.20%,-0.118,-0.209,3.518,-200.84%,0.080,-0.229,-4.903,-152.91%,-0.118,-0.225
sma_6-12 | classic_long_short | equal | top30,sma_6-12,sma_crossover,,1,sma_crossover,classic_long_short,30,equal,,1.0,,6.0,12.0,-739.01%,,106.69%,,-625.49%,56.35%,-6.390,False,-1.012,-8.84%,-0.143,-0.260,-0.962,-8.62%,-0.226,-0.255,-0.688,-11.71%,-0.128,-0.261,0.554,-29.20%,0.082,-0.296,-0.808,-21.69%,-0.126,-0.231
sma_6-12 | classic_long_short | scaled cap25 | top30,sma_6-12,sma_crossover,,1,sma_crossover,classic_long_short,30,scaled,0.25,1.0,,6.0,12.0,-2355.82%,,421.08%,,-1623.33%,55.70%,-22.558,False,-3.824,-43.55%,-0.137,-0.215,-3.674,-42.32%,-0.219,-0.214,-2.534,-55.05%,-0.120,-0.215,2.150,-121.13%,0.081,-0.237,-3.002,-91.87%,-0.119,-0.225
sma_6-12 | classic_long_short | scaled cap20 | top30,sma_6-12,sma_crossover,,1,sma_crossover,classic_long_short,30,scaled,0.2,1.0,,6.0,12.0,-2355.82%,,421.08%,,-1623.33%,55.70%,-22.558,False,-3.824,-43.55%,-0.137,-0.215,-3.674,-42.32%,-0.219,-0.214,-2.534,-55.05%,-0.120,-0.215,2.150,-121.13%,0.081,-0.237,-3.002,-91.87%,-0.119,-0.225
sma_6-12 | classic_long_short | scaled cap15 | top30,sma_6-12,sma_crossover,,1,sma_crossover,classic_long_short,30,scaled,0.15,1.0,,6.0,12.0,-2355.82%,,421.08%,,-1623.33%,55.70%,-22.558,False,-3.824,-43.55%,-0.137,-0.215,-3.674,-42.32%,-0.219,-0.214,-2.534,-55.05%,-0.120,-0.215,2.150,-121.13%,0.081,-0.237,-3.002,-91.87%,-0.119,-0.225
sma_6-12 | directional_abs | equal | top10,sma_6-12,sma_crossover,,1,sma_crossover,directional_abs,10,equal,,1.0,,6.0,12.0,-2296.93%,,622.88%,,-445.54%,57.33%,-21.969,False,-5.717,-57.92%,-0.138,-0.198,-5.327,-57.81%,-0.215,-0.198,-3.701,-76.01%,-0.118,-0.199,3.153,-174.12%,0.080,-0.222,-4.428,-132.96%,-0.119,-0.219
sma_6-12 | directional_abs | scaled cap25 | top10,sma_6-12,sma_crossover,,1,sma_crossover,directional_abs,10,scaled,0.25,1.0,,6.0,12.0,-213.31%,,940.26%,,-127.24%,57.33%,-1.133,False,-8.525,-95.24%,-0.137,-0.200,-8.070,-93.76%,-0.215,-0.200,-5.547,-121.93%,-0.117,-0.201,4.778,-267.78%,0.080,-0.221,-6.621,-204.38%,-0.117,-0.221
sma_6-12 | directional_abs | scaled cap20 | top10,sma_6-12,sma_crossover,,1,sma_crossover,directional_abs,10,scaled,0.2,1.0,,6.0,12.0,-216.17%,,940.26%,,-126.51%,57.65%,-1.162,False,-8.536,-95.04%,-0.137,-0.200,-8.076,-93.61%,-0.216,-0.200,-5.555,-121.76%,-0.117,-0.200,4.766,-267.71%,0.080,-0.221,-6.637,-204.39%,-0.118,-0.221
sma_6-12 | directional_abs | scaled cap15 | top10,sma_6-12,sma_crossover,,1,sma_crossover,directional_abs,10,scaled,0.15,1.0,,6.0,12.0,-426.19%,,928.83%,,-165.06%,57.98%,-3.262,False,-8.438,-93.26%,-0.137,-0.200,-7.981,-91.86%,-0.216,-0.200,-5.493,-119.66%,-0.117,-0.200,4.694,-264.07%,0.080,-0.221,-6.573,-201.70%,-0.118,-0.221
sma_6-12 | directional_abs | equal | top20,sma_6-12,sma_crossover,,1,sma_crossover,directional_abs,20,equal,,1.0,,6.0,12.0,-2252.28%,,315.84%,,-612.42%,58.63%,-21.523,False,-2.930,-26.22%,-0.140,-0.203,-2.676,-26.74%,-0.213,-0.203,-1.854,-35.93%,-0.117,-0.205,1.659,-87.04%,0.083,-0.233,-2.232,-66.51%,-0.118,-0.221
sma_6-12 | directional_abs | scaled cap25 | top20,sma_6-12,sma_crossover,,1,sma_crossover,directional_abs,20,scaled,0.25,1.0,,6.0,12.0,-1904.81%,,563.43%,,-607.51%,57.00%,-18.048,False,-5.136,-54.44%,-0.138,-0.203,-4.814,-54.05%,-0.214,-0.203,-3.303,-70.91%,-0.116,-0.203,2.916,-159.29%,0.082,-0.225,-3.952,-121.50%,-0.117,-0.221
sma_6-12 | directional_abs | scaled cap20 | top20,sma_6-12,sma_crossover,,1,sma_crossover,directional_abs,20,scaled,0.2,1.0,,6.0,12.0,-1904.81%,,563.43%,,-607.51%,57.00%,-18.048,False,-5.136,-54.44%,-0.138,-0.203,-4.814,-54.05%,-0.214,-0.203,-3.303,-70.91%,-0.116,-0.203,2.916,-159.29%,0.082,-0.225,-3.952,-121.50%,-0.117,-0.221
sma_6-12 | directional_abs | scaled cap15 | top20,sma_6-12,sma_crossover,,1,sma_crossover,directional_abs,20,scaled,0.15,1.0,,6.0,12.0,-1956.16%,,563.43%,,-613.13%,57.33%,-18.562,False,-5.143,-54.26%,-0.138,-0.202,-4.817,-53.90%,-0.215,-0.202,-3.309,-70.75%,-0.117,-0.203,2.909,-159.17%,0.082,-0.225,-3.960,-121.42%,-0.117,-0.221
sma_6-12 | directional_abs | equal | top30,sma_6-12,sma_crossover,,1,sma_crossover,directional_abs,30,equal,,1.0,,6.0,12.0,-1903.91%,,213.32%,,-717.57%,57.98%,-18.039,False,-1.943,-16.35%,-0.137,-0.209,-1.762,-16.82%,-0.207,-0.209,-1.213,-22.96%,-0.113,-0.211,1.139,-56.50%,0.085,-0.238,-1.506,-42.94%,-0.118,-0.217
sma_6-12 | directional_abs | scaled cap25 | top30,sma_6-12,sma_crossover,,1,sma_crossover,directional_abs,30,scaled,0.25,1.0,,6.0,12.0,-2424.45%,,418.58%,,-880.05%,57.33%,-23.245,False,-3.803,-39.01%,-0.137,-0.205,-3.547,-38.91%,-0.213,-0.204,-2.430,-51.38%,-0.115,-0.205,2.185,-116.64%,0.083,-0.228,-2.932,-88.77%,-0.117,-0.220
sma_6-12 | directional_abs | scaled cap20 | top30,sma_6-12,sma_crossover,,1,sma_crossover,directional_abs,30,scaled,0.2,1.0,,6.0,12.0,-2424.45%,,418.58%,,-880.05%,57.33%,-23.245,False,-3.803,-39.01%,-0.137,-0.205,-3.547,-38.91%,-0.213,-0.204,-2.430,-51.38%,-0.115,-0.205,2.185,-116.64%,0.083,-0.228,-2.932,-88.77%,-0.117,-0.220
sma_6-12 | directional_abs | scaled cap15 | top30,sma_6-12,sma_crossover,,1,sma_crossover,directional_abs,30,scaled,0.15,1.0,,6.0,12.0,-2424.68%,,418.58%,,-880.05%,57.33%,-23.247,False,-3.803,-39.01%,-0.137,-0.205,-3.547,-38.91%,-0.213,-0.204,-2.430,-51.38%,-0.115,-0.205,2.185,-116.64%,0.083,-0.228,-2.932,-88.77%,-0.117,-0.220
ema_6-12 | long_only | equal | top10,ema_6-12,ema_crossover,,1,ema_crossover,long_only,10,equal,,1.0,,6.0,12.0,27976.29%,23.71%,34.09%,0.695,-67.63%,56.92%,280.763,True,1.042,17.41%,0.463,0.589,0.853,17.67%,0.628,0.599,0.980,17.47%,0.580,0.622,0.910,11.71%,0.476,0.370,0.908,17.31%,0.519,0.607
ema_6-12 | long_only | scaled cap25 | top10,ema_6-12,ema_crossover,,1,ema_crossover,long_only,10,scaled,0.25,1.0,,6.0,12.0,38293.33%,25.18%,39.63%,0.635,-70.75%,58.18%,383.933,True,1.109,19.97%,0.424,0.584,0.935,19.95%,0.592,0.601,1.047,19.99%,0.533,0.610,1.017,11.34%,0.467,0.349,0.986,17.81%,0.494,0.548
ema_6-12 | long_only | scaled cap20 | top10,ema_6-12,ema_crossover,,1,ema_crossover,long_only,10,scaled,0.2,1.0,,6.0,12.0,37422.58%,25.07%,38.50%,0.651,-69.63%,57.86%,375.226,True,1.083,19.70%,0.426,0.588,0.918,19.62%,0.599,0.605,1.028,19.67%,0.539,0.615,1.003,11.63%,0.472,0.363,0.972,17.84%,0.499,0.563
ema_6-12 | long_only | scaled cap15 | top10,ema_6-12,ema_crossover,,1,ema_crossover,long_only,10,scaled,0.15,1.0,,6.0,12.0,37026.31%,25.02%,37.10%,0.674,-68.72%,56.60%,371.263,True,1.061,19.33%,0.433,0.595,0.895,19.31%,0.605,0.612,1.008,19.29%,0.548,0.624,0.977,11.91%,0.476,0.375,0.946,17.90%,0.503,0.582
ema_6-12 | long_only | equal | top20,ema_6-12,ema_crossover,,1,ema_crossover,long_only,20,equal,,1.0,,6.0,12.0,24823.75%,23.15%,29.02%,0.798,-59.21%,59.75%,249.238,True,0.996,15.87%,0.520,0.639,0.817,16.10%,0.707,0.669,0.933,15.96%,0.648,0.691,0.818,13.14%,0.487,0.437,0.894,17.34%,0.590,0.739
ema_6-12 | long_only | scaled cap25 | top20,ema_6-12,ema_crossover,,1,ema_crossover,long_only,20,scaled,0.25,1.0,,6.0,12.0,32485.16%,24.40%,35.03%,0.697,-67.15%,57.55%,325.852,True,1.064,18.15%,0.460,0.603,0.879,18.33%,0.630,0.620,1.009,18.13%,0.581,0.639,0.930,11.60%,0.476,0.366,0.951,17.21%,0.533,0.604
ema_6-12 | long_only | scaled cap20 | top20,ema_6-12,ema_crossover,,1,ema_crossover,long_only,20,scaled,0.2,1.0,,6.0,12.0,31118.11%,24.20%,34.88%,0.694,-66.84%,57.86%,312.181,True,1.061,17.96%,0.461,0.598,0.874,18.17%,0.629,0.614,1.005,17.94%,0.582,0.634,0.931,11.40%,0.479,0.362,0.943,17.03%,0.531,0.598
ema_6-12 | long_only | scaled cap15 | top20,ema_6-12,ema_crossover,,1,ema_crossover,long_only,20,scaled,0.15,1.0,,6.0,12.0,31086.83%,24.20%,34.37%,0.704,-66.03%,57.55%,311.868,True,1.049,17.88%,0.462,0.601,0.866,18.06%,0.632,0.617,0.993,17.87%,0.583,0.638,0.927,11.53%,0.484,0.371,0.931,17.06%,0.533,0.608
ema_6-12 | long_only | equal | top30,ema_6-12,ema_crossover,,1,ema_crossover,long_only,30,equal,,1.0,,6.0,12.0,15558.07%,21.01%,26.51%,0.792,-60.02%,60.69%,156.581,True,0.988,13.52%,0.565,0.613,0.801,13.85%,0.758,0.647,0.910,13.76%,0.693,0.670,0.732,12.02%,0.468,0.371,0.903,15.17%,0.636,0.722
ema_6-12 | long_only | scaled cap25 | top30,ema_6-12,ema_crossover,,1,ema_crossover,long_only,30,scaled,0.25,1.0,,6.0,12.0,31642.79%,24.28%,31.95%,0.760,-64.05%,59.12%,317.428,True,1.029,17.39%,0.488,0.633,0.852,17.53%,0.669,0.661,0.968,17.44%,0.611,0.677,0.859,12.32%,0.477,0.393,0.944,17.03%,0.575,0.671
