strategy_name,signal_name,signal_type,volatility_lookback_months,strategy_type,weighting,top_n,momentum_window,lookback_months,skip_months,max_weight,gross_exposure,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,best_month,worst_month,final_value,min_equity_value,valid_for_chart
directional_abs scaled cap30 top30 voladj3 mom9-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,9-1,9,1,0.3,1.0,426.49%,6.64%,23.86%,0.278,-63.20%,59.35%,21.10%,-22.96%,5.26,0.83,True
directional_abs scaled cap25 top30 voladj3 mom9-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,9-1,9,1,0.25,1.0,454.02%,6.85%,23.82%,0.288,-62.53%,59.35%,22.32%,-22.96%,5.54,0.84,True
directional_abs scaled cap20 top30 voladj3 mom9-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,9-1,9,1,0.2,1.0,486.29%,7.09%,23.77%,0.298,-61.92%,59.03%,24.15%,-22.96%,5.86,0.85,True
directional_abs scaled cap15 top30 voladj3 mom9-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,9-1,9,1,0.15,1.0,518.32%,7.31%,23.69%,0.308,-61.42%,59.35%,25.98%,-22.96%,6.18,0.86,True
directional_abs scaled cap10 top30 voladj3 mom9-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,9-1,9,1,0.1,1.0,526.09%,7.36%,23.65%,0.311,-60.87%,59.35%,27.80%,-22.88%,6.26,0.84,True
directional_abs equal top40 voladj3 mom9-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,40,9-1,9,1,,1.0,516.82%,7.30%,22.35%,0.327,-49.92%,58.06%,25.07%,-23.78%,6.17,0.83,True
directional_abs scaled cap30 top40 voladj3 mom9-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,9-1,9,1,0.3,1.0,468.12%,6.96%,23.25%,0.299,-60.29%,60.65%,20.53%,-24.57%,5.68,0.83,True
directional_abs scaled cap25 top40 voladj3 mom9-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,9-1,9,1,0.25,1.0,493.78%,7.14%,23.22%,0.307,-59.58%,60.65%,21.01%,-24.13%,5.94,0.84,True
directional_abs scaled cap20 top40 voladj3 mom9-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,9-1,9,1,0.2,1.0,529.27%,7.38%,23.18%,0.318,-59.02%,60.65%,22.75%,-23.69%,6.29,0.85,True
directional_abs scaled cap15 top40 voladj3 mom9-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,9-1,9,1,0.15,1.0,555.27%,7.55%,23.11%,0.327,-58.51%,60.65%,24.49%,-23.25%,6.55,0.86,True
directional_abs scaled cap10 top40 voladj3 mom9-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,9-1,9,1,0.1,1.0,576.44%,7.68%,23.07%,0.333,-58.45%,60.32%,26.23%,-22.81%,6.76,0.85,True
long_only equal top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,equal,10,9-1,9,1,,1.0,22278.11%,23.30%,28.85%,0.808,-53.03%,59.35%,45.07%,-25.89%,223.78,0.95,True
long_only scaled cap30 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,9-1,9,1,0.3,1.0,18675.54%,22.46%,29.93%,0.751,-53.36%,63.55%,36.23%,-27.14%,187.76,0.97,True
long_only scaled cap25 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,9-1,9,1,0.25,1.0,21670.92%,23.17%,29.86%,0.776,-53.68%,63.23%,38.26%,-27.14%,217.71,0.97,True
long_only scaled cap20 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,9-1,9,1,0.2,1.0,26128.75%,24.06%,29.72%,0.810,-53.47%,62.26%,40.94%,-26.21%,262.29,0.97,True
long_only scaled cap15 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,9-1,9,1,0.15,1.0,29460.21%,24.64%,29.31%,0.841,-52.60%,61.29%,43.62%,-26.49%,295.60,0.97,True
long_only scaled cap10 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,9-1,9,1,0.1,1.0,22278.11%,23.30%,28.85%,0.808,-53.03%,59.35%,45.07%,-25.89%,223.78,0.95,True
long_only equal top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,equal,20,9-1,9,1,,1.0,16990.91%,22.02%,26.09%,0.844,-53.10%,62.26%,30.43%,-23.10%,170.91,0.95,True
long_only scaled cap30 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,9-1,9,1,0.3,1.0,18451.38%,22.41%,28.34%,0.791,-50.52%,61.29%,37.46%,-23.85%,185.51,0.97,True
long_only scaled cap25 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,9-1,9,1,0.25,1.0,18340.27%,22.38%,28.27%,0.792,-51.13%,61.29%,37.46%,-23.85%,184.40,0.97,True
long_only scaled cap20 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,9-1,9,1,0.2,1.0,19459.53%,22.66%,28.23%,0.803,-51.53%,61.61%,37.55%,-23.85%,195.60,0.96,True
long_only scaled cap15 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,9-1,9,1,0.15,1.0,22013.10%,23.24%,28.14%,0.826,-51.86%,61.94%,37.95%,-23.85%,221.13,0.96,True
long_only scaled cap10 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,9-1,9,1,0.1,1.0,24044.91%,23.66%,27.89%,0.848,-52.22%,60.00%,38.89%,-23.20%,241.45,0.96,True
long_only equal top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,equal,25,9-1,9,1,,1.0,19258.76%,22.61%,26.05%,0.868,-52.74%,62.26%,30.80%,-24.57%,193.59,0.96,True
long_only scaled cap30 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,9-1,9,1,0.3,1.0,19420.44%,22.65%,27.62%,0.820,-50.14%,61.29%,35.65%,-23.62%,195.20,0.96,True
long_only scaled cap25 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,9-1,9,1,0.25,1.0,18822.80%,22.50%,27.58%,0.816,-50.68%,61.29%,35.65%,-23.62%,189.23,0.96,True
long_only scaled cap20 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,9-1,9,1,0.2,1.0,18830.77%,22.50%,27.54%,0.817,-51.22%,61.29%,35.65%,-23.62%,189.31,0.96,True
long_only scaled cap15 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,9-1,9,1,0.15,1.0,20395.18%,22.88%,27.52%,0.832,-51.84%,61.29%,35.74%,-23.62%,204.95,0.96,True
long_only scaled cap10 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,9-1,9,1,0.1,1.0,23045.87%,23.46%,27.41%,0.856,-52.37%,61.29%,36.09%,-23.05%,231.46,0.96,True
long_only equal top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,equal,30,9-1,9,1,,1.0,14406.43%,21.25%,26.16%,0.812,-54.75%,60.65%,39.16%,-27.20%,145.06,0.96,True
long_only scaled cap30 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,9-1,9,1,0.3,1.0,18460.58%,22.41%,27.16%,0.825,-50.72%,62.26%,35.54%,-23.06%,185.61,0.97,True
long_only scaled cap25 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,9-1,9,1,0.25,1.0,18654.67%,22.46%,27.12%,0.828,-50.72%,62.26%,35.54%,-23.06%,187.55,0.97,True
long_only scaled cap20 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,9-1,9,1,0.2,1.0,18310.95%,22.37%,27.10%,0.825,-51.32%,61.94%,35.54%,-23.06%,184.11,0.97,True
long_only scaled cap15 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,9-1,9,1,0.15,1.0,19084.25%,22.57%,27.08%,0.833,-52.14%,62.26%,35.59%,-23.06%,191.84,0.96,True
long_only scaled cap10 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,9-1,9,1,0.1,1.0,21454.63%,23.12%,27.05%,0.855,-52.56%,61.61%,35.92%,-22.72%,215.55,0.96,True
long_only equal top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,equal,40,9-1,9,1,,1.0,12751.22%,20.68%,26.19%,0.790,-55.34%,59.35%,47.33%,-27.18%,128.51,0.95,True
long_only scaled cap30 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,9-1,9,1,0.3,1.0,17296.26%,22.10%,26.62%,0.830,-51.61%,62.26%,37.36%,-22.17%,173.96,0.97,True
long_only scaled cap25 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,9-1,9,1,0.25,1.0,17331.94%,22.11%,26.60%,0.831,-51.61%,62.26%,37.36%,-22.17%,174.32,0.97,True
long_only scaled cap20 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,9-1,9,1,0.2,1.0,17369.43%,22.12%,26.56%,0.833,-51.61%,62.26%,37.36%,-22.17%,174.69,0.97,True
long_only scaled cap15 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,9-1,9,1,0.15,1.0,17032.50%,22.03%,26.56%,0.830,-52.24%,62.26%,37.36%,-22.37%,171.33,0.97,True
long_only scaled cap10 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,9-1,9,1,0.1,1.0,17653.10%,22.20%,26.59%,0.835,-53.11%,61.61%,37.55%,-23.39%,177.53,0.96,True
classic_long_short equal top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,equal,10,9-1,9,1,,1.0,195.61%,4.28%,14.75%,0.290,-32.79%,60.00%,11.33%,-18.97%,2.96,0.86,True
classic_long_short scaled cap30 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,9-1,9,1,0.3,1.0,77.15%,2.24%,18.56%,0.121,-44.05%,56.13%,18.76%,-24.47%,1.77,0.75,True
classic_long_short scaled cap25 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,9-1,9,1,0.25,1.0,71.33%,2.11%,18.38%,0.115,-43.80%,55.81%,16.02%,-24.47%,1.71,0.74,True
classic_long_short scaled cap20 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,9-1,9,1,0.2,1.0,69.16%,2.06%,18.14%,0.113,-43.26%,55.16%,13.57%,-24.47%,1.69,0.75,True
classic_long_short scaled cap15 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,9-1,9,1,0.15,1.0,73.64%,2.16%,17.64%,0.122,-40.60%,55.48%,13.26%,-22.84%,1.74,0.76,True
classic_long_short scaled cap10 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,9-1,9,1,0.1,1.0,92.89%,2.58%,16.75%,0.154,-33.49%,55.81%,13.29%,-19.48%,1.93,0.80,True
classic_long_short equal top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,equal,20,9-1,9,1,,1.0,118.76%,3.08%,12.20%,0.252,-27.89%,59.68%,11.02%,-19.37%,2.19,0.92,True
classic_long_short scaled cap30 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,9-1,9,1,0.3,1.0,122.09%,3.14%,15.41%,0.204,-34.13%,58.71%,11.98%,-20.61%,2.22,0.83,True
classic_long_short scaled cap25 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,9-1,9,1,0.25,1.0,121.80%,3.13%,15.38%,0.204,-34.13%,58.71%,11.49%,-20.61%,2.22,0.83,True
classic_long_short scaled cap20 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,9-1,9,1,0.2,1.0,123.22%,3.16%,15.33%,0.206,-34.13%,58.71%,11.49%,-20.61%,2.23,0.83,True
classic_long_short scaled cap15 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,9-1,9,1,0.15,1.0,116.97%,3.04%,15.21%,0.200,-34.08%,59.03%,11.49%,-20.61%,2.17,0.83,True
classic_long_short scaled cap10 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,9-1,9,1,0.1,1.0,112.33%,2.96%,15.00%,0.197,-33.45%,59.68%,11.43%,-20.60%,2.12,0.83,True
classic_long_short equal top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,equal,25,9-1,9,1,,1.0,129.06%,3.26%,11.18%,0.292,-22.55%,60.97%,11.08%,-17.39%,2.29,0.95,True
classic_long_short scaled cap30 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,9-1,9,1,0.3,1.0,125.25%,3.19%,14.33%,0.223,-31.96%,58.71%,11.33%,-19.87%,2.25,0.86,True
classic_long_short scaled cap25 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,9-1,9,1,0.25,1.0,123.64%,3.16%,14.32%,0.221,-31.96%,58.71%,11.33%,-19.87%,2.24,0.86,True
classic_long_short scaled cap20 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,9-1,9,1,0.2,1.0,122.75%,3.15%,14.30%,0.220,-31.96%,58.71%,11.33%,-19.87%,2.23,0.86,True
classic_long_short scaled cap15 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,9-1,9,1,0.15,1.0,123.82%,3.17%,14.24%,0.222,-31.96%,58.71%,11.33%,-19.87%,2.24,0.86,True
classic_long_short scaled cap10 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,9-1,9,1,0.1,1.0,116.98%,3.04%,14.12%,0.216,-31.84%,59.68%,11.33%,-19.87%,2.17,0.86,True
classic_long_short equal top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,equal,30,9-1,9,1,,1.0,96.33%,2.65%,10.40%,0.255,-26.03%,58.06%,10.79%,-17.28%,1.96,0.95,True
classic_long_short scaled cap30 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,30,9-1,9,1,0.3,1.0,127.74%,3.24%,13.42%,0.241,-30.57%,59.68%,11.28%,-19.29%,2.28,0.88,True
classic_long_short scaled cap25 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,30,9-1,9,1,0.25,1.0,126.11%,3.21%,13.41%,0.239,-30.57%,59.68%,11.28%,-19.29%,2.26,0.88,True
classic_long_short scaled cap20 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,30,9-1,9,1,0.2,1.0,124.36%,3.18%,13.40%,0.237,-30.57%,59.68%,11.28%,-19.29%,2.24,0.88,True
classic_long_short scaled cap15 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,30,9-1,9,1,0.15,1.0,124.39%,3.18%,13.38%,0.238,-30.57%,59.68%,11.28%,-19.29%,2.24,0.88,True
classic_long_short scaled cap10 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,30,9-1,9,1,0.1,1.0,123.06%,3.15%,13.31%,0.237,-30.57%,60.00%,11.28%,-19.29%,2.23,0.88,True
classic_long_short equal top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,equal,40,9-1,9,1,,1.0,75.50%,2.20%,9.26%,0.238,-24.51%,57.42%,9.11%,-16.77%,1.75,0.95,True
classic_long_short scaled cap30 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,40,9-1,9,1,0.3,1.0,111.87%,2.95%,12.49%,0.236,-26.94%,60.00%,10.96%,-18.18%,2.12,0.85,True
classic_long_short scaled cap25 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,40,9-1,9,1,0.25,1.0,110.38%,2.92%,12.48%,0.234,-26.94%,60.00%,10.96%,-18.18%,2.10,0.85,True
classic_long_short scaled cap20 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,40,9-1,9,1,0.2,1.0,108.88%,2.89%,12.47%,0.232,-26.94%,60.00%,10.96%,-18.18%,2.09,0.85,True
classic_long_short scaled cap15 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,40,9-1,9,1,0.15,1.0,107.21%,2.86%,12.46%,0.230,-26.94%,60.00%,10.96%,-18.18%,2.07,0.85,True
classic_long_short scaled cap10 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,40,9-1,9,1,0.1,1.0,107.18%,2.86%,12.42%,0.230,-26.94%,60.32%,10.96%,-18.18%,2.07,0.85,True
directional_abs equal top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,equal,10,9-1,9,1,,1.0,1935.24%,12.37%,26.92%,0.460,-46.48%,59.35%,34.29%,-23.24%,20.35,0.92,True
directional_abs scaled cap30 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,10,9-1,9,1,0.3,1.0,1851.53%,12.19%,27.44%,0.444,-51.43%,59.68%,30.23%,-25.66%,19.52,0.94,True
directional_abs scaled cap25 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,10,9-1,9,1,0.25,1.0,1810.44%,12.10%,27.37%,0.442,-52.26%,59.68%,30.23%,-25.66%,19.10,0.94,True
directional_abs scaled cap20 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,10,9-1,9,1,0.2,1.0,1779.71%,12.03%,27.31%,0.440,-53.10%,59.68%,30.23%,-25.66%,18.80,0.94,True
directional_abs scaled cap15 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,10,9-1,9,1,0.15,1.0,1947.28%,12.40%,27.27%,0.455,-51.98%,60.00%,31.69%,-24.56%,20.47,0.94,True
directional_abs scaled cap10 top10 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,10,9-1,9,1,0.1,1.0,1935.24%,12.37%,26.92%,0.460,-46.48%,59.35%,34.29%,-23.24%,20.35,0.92,True
directional_abs equal top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,equal,20,9-1,9,1,,1.0,906.34%,9.35%,24.70%,0.379,-55.36%,61.61%,27.41%,-23.20%,10.06,0.88,True
directional_abs scaled cap30 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,20,9-1,9,1,0.3,1.0,1160.97%,10.31%,25.24%,0.408,-54.04%,61.94%,26.04%,-22.84%,12.61,0.91,True
directional_abs scaled cap25 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,20,9-1,9,1,0.25,1.0,1151.21%,10.28%,25.24%,0.407,-54.06%,61.94%,26.04%,-22.84%,12.51,0.91,True
directional_abs scaled cap20 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,20,9-1,9,1,0.2,1.0,1139.86%,10.24%,25.24%,0.406,-54.12%,61.94%,26.04%,-22.84%,12.40,0.91,True
directional_abs scaled cap15 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,20,9-1,9,1,0.15,1.0,1107.45%,10.12%,25.19%,0.402,-54.98%,61.94%,26.04%,-22.84%,12.07,0.91,True
directional_abs scaled cap10 top20 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,20,9-1,9,1,0.1,1.0,1146.47%,10.26%,25.16%,0.408,-55.14%,60.65%,26.47%,-22.84%,12.46,0.91,True
directional_abs equal top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,equal,25,9-1,9,1,,1.0,1012.91%,9.78%,24.46%,0.400,-43.24%,59.03%,24.42%,-23.15%,11.13,0.86,True
directional_abs scaled cap30 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,25,9-1,9,1,0.3,1.0,1245.00%,10.58%,24.93%,0.425,-46.50%,61.29%,24.25%,-22.90%,13.45,0.90,True
directional_abs scaled cap25 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,25,9-1,9,1,0.25,1.0,1235.13%,10.55%,24.93%,0.423,-46.51%,61.29%,24.25%,-22.90%,13.35,0.90,True
directional_abs scaled cap20 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,25,9-1,9,1,0.2,1.0,1224.76%,10.52%,24.93%,0.422,-46.53%,61.29%,24.25%,-22.90%,13.25,0.90,True
directional_abs scaled cap15 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,25,9-1,9,1,0.15,1.0,1198.54%,10.43%,24.92%,0.419,-47.01%,61.29%,24.25%,-22.90%,12.99,0.90,True
directional_abs scaled cap10 top25 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,25,9-1,9,1,0.1,1.0,1186.57%,10.39%,24.87%,0.418,-47.78%,60.97%,24.25%,-22.90%,12.87,0.90,True
directional_abs equal top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,equal,30,9-1,9,1,,1.0,783.31%,8.80%,23.88%,0.368,-44.94%,58.39%,25.65%,-25.80%,8.83,0.79,True
directional_abs scaled cap30 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,30,9-1,9,1,0.3,1.0,1076.19%,10.01%,24.54%,0.408,-45.25%,59.68%,25.03%,-24.82%,11.76,0.89,True
directional_abs scaled cap25 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,30,9-1,9,1,0.25,1.0,1067.74%,9.98%,24.54%,0.407,-45.25%,59.68%,25.03%,-24.82%,11.68,0.89,True
directional_abs scaled cap20 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,30,9-1,9,1,0.2,1.0,1059.11%,9.95%,24.54%,0.405,-45.26%,59.68%,25.03%,-24.82%,11.59,0.89,True
directional_abs scaled cap15 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,30,9-1,9,1,0.15,1.0,1045.81%,9.90%,24.54%,0.403,-45.43%,59.68%,25.03%,-24.82%,11.46,0.89,True
directional_abs scaled cap10 top30 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,30,9-1,9,1,0.1,1.0,1012.07%,9.77%,24.49%,0.399,-46.33%,59.68%,25.03%,-24.82%,11.12,0.88,True
directional_abs equal top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,equal,40,9-1,9,1,,1.0,528.22%,7.37%,23.03%,0.320,-52.30%,58.71%,24.08%,-27.33%,6.28,0.78,True
directional_abs scaled cap30 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,40,9-1,9,1,0.3,1.0,847.65%,9.10%,23.94%,0.380,-51.61%,59.68%,23.98%,-26.06%,9.48,0.88,True
directional_abs scaled cap25 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,40,9-1,9,1,0.25,1.0,841.02%,9.07%,23.94%,0.379,-51.61%,59.68%,23.98%,-26.06%,9.41,0.88,True
directional_abs scaled cap20 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,40,9-1,9,1,0.2,1.0,834.41%,9.04%,23.94%,0.377,-51.61%,59.68%,23.98%,-26.06%,9.34,0.88,True
directional_abs scaled cap15 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,40,9-1,9,1,0.15,1.0,827.18%,9.00%,23.94%,0.376,-51.64%,59.68%,23.98%,-26.06%,9.27,0.88,True
directional_abs scaled cap10 top40 voladj6 mom9-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,40,9-1,9,1,0.1,1.0,797.19%,8.86%,23.91%,0.371,-52.34%,59.35%,23.98%,-26.06%,8.97,0.87,True
long_only equal top10 voladj12 mom9-1,voladj12,volatility_adjusted,12.0,long_only,equal,10,9-1,9,1,,1.0,27720.04%,24.70%,29.74%,0.830,-52.57%,60.78%,45.07%,-24.62%,278.20,1.03,True
long_only scaled cap30 top10 voladj12 mom9-1,voladj12,volatility_adjusted,12.0,long_only,scaled,10,9-1,9,1,0.3,1.0,22494.12%,23.68%,32.36%,0.732,-54.38%,60.46%,36.80%,-31.63%,225.94,1.05,True
long_only scaled cap25 top10 voladj12 mom9-1,voladj12,volatility_adjusted,12.0,long_only,scaled,10,9-1,9,1,0.25,1.0,22781.78%,23.75%,32.09%,0.740,-55.34%,60.13%,38.41%,-31.11%,228.82,1.05,True
long_only scaled cap20 top10 voladj12 mom9-1,voladj12,volatility_adjusted,12.0,long_only,scaled,10,9-1,9,1,0.2,1.0,26197.97%,24.42%,31.76%,0.769,-55.97%,60.78%,41.18%,-30.00%,262.98,1.05,True
long_only scaled cap15 top10 voladj12 mom9-1,voladj12,volatility_adjusted,12.0,long_only,scaled,10,9-1,9,1,0.15,1.0,29672.73%,25.03%,31.17%,0.803,-54.44%,60.78%,43.95%,-28.86%,297.73,1.04,True
long_only scaled cap10 top10 voladj12 mom9-1,voladj12,volatility_adjusted,12.0,long_only,scaled,10,9-1,9,1,0.1,1.0,27720.04%,24.70%,29.74%,0.830,-52.57%,60.78%,45.07%,-24.62%,278.20,1.03,True
long_only equal top20 voladj12 mom9-1,voladj12,volatility_adjusted,12.0,long_only,equal,20,9-1,9,1,,1.0,19931.11%,23.10%,26.97%,0.857,-53.71%,61.44%,32.74%,-23.10%,200.31,1.02,True
long_only scaled cap30 top20 voladj12 mom9-1,voladj12,volatility_adjusted,12.0,long_only,scaled,20,9-1,9,1,0.3,1.0,23835.74%,23.96%,30.03%,0.798,-53.35%,61.11%,38.56%,-27.64%,239.36,1.04,True
long_only scaled cap25 top20 voladj12 mom9-1,voladj12,volatility_adjusted,12.0,long_only,scaled,20,9-1,9,1,0.25,1.0,24084.48%,24.01%,29.93%,0.802,-53.56%,61.11%,38.56%,-27.64%,241.84,1.04,True
long_only scaled cap20 top20 voladj12 mom9-1,voladj12,volatility_adjusted,12.0,long_only,scaled,20,9-1,9,1,0.2,1.0,24141.20%,24.03%,29.80%,0.806,-54.09%,61.11%,38.56%,-27.64%,242.41,1.04,True
long_only scaled cap15 top20 voladj12 mom9-1,voladj12,volatility_adjusted,12.0,long_only,scaled,20,9-1,9,1,0.15,1.0,24621.55%,24.12%,29.58%,0.815,-54.05%,60.78%,38.80%,-26.82%,247.22,1.04,True
long_only scaled cap10 top20 voladj12 mom9-1,voladj12,volatility_adjusted,12.0,long_only,scaled,20,9-1,9,1,0.1,1.0,24490.41%,24.10%,29.03%,0.830,-54.03%,60.13%,39.80%,-25.22%,245.90,1.03,True
long_only equal top25 voladj12 mom9-1,voladj12,volatility_adjusted,12.0,long_only,equal,25,9-1,9,1,,1.0,15918.16%,22.03%,26.32%,0.837,-54.43%,61.44%,31.42%,-24.77%,160.18,1.02,True
